seed,layers,heads,steps,batch_size,learning_rate,cache_context,cache_vocabulary,cache_record_count,cache_content_hash,training_order_hash,initial_parameter_hash,parameter_element_count,optimizer_chunk_count,step0_loss_cpu,step0_loss_htp,step0_logits_max_abs_error,step0_logits_mean_abs_error,step0_logits_max_relative_error,step0_logits_l2_error,step0_logits_cosine_similarity,step0_probability_max_abs_error,step0_dlogits_max_abs_error,step0_gradient_max_abs_error,step0_finite,step0_ok,step0_tolerance_logits,step0_tolerance_probability,step0_tolerance_dlogits,step0_tolerance_gradient,trajectory_step_2_cpu_loss,trajectory_step_2_htp_loss,trajectory_step_2_parameter_max_abs_error,trajectory_step_2_first_moment_max_abs_error,trajectory_step_2_second_moment_max_abs_error,trajectory_step_2_finite,trajectory_step_4_cpu_loss,trajectory_step_4_htp_loss,trajectory_step_4_parameter_max_abs_error,trajectory_step_4_first_moment_max_abs_error,trajectory_step_4_second_moment_max_abs_error,trajectory_step_4_finite,trajectory_step_8_cpu_loss,trajectory_step_8_htp_loss,trajectory_step_8_parameter_max_abs_error,trajectory_step_8_first_moment_max_abs_error,trajectory_step_8_second_moment_max_abs_error,trajectory_step_8_finite,first_loss,last_loss,loss_decreased,completed_steps,all_steps_finite,final_parameter_max_abs_error,final_first_moment_max_abs_error,final_second_moment_max_abs_error,final_parameter_canonical_hash,final_cpu_parameter_canonical_hash,final_parameter_hash,final_finite,checkpoint_written,htp_initialize_us,graph_create_us,graph_finalize_us,first_execute_us,training_total_seconds,training_step_ms,graph_execute_count,execute_count_per_training_step,bias_correction_scalar_responsibility,optimizer_math_responsibility,cpu_fallback,nan_detected,inf_detected,status,api_trace_graph_execute_attempt_count,api_trace_graph_execute_success_count,api_trace_graph_execute_failure_count,tiny_transformer_training_graph,tiny_transformer_training_forward_layers,tiny_transformer_training_forward_heads,tiny_transformer_training_parameter_registry_count,tiny_transformer_training_app_read_registry_count,tiny_transformer_training_tensor_create_count,tiny_transformer_training_node_count,resource_estimator_parameter_elements,resource_estimator_parameter_bytes,resource_estimator_gradient_bytes,resource_estimator_adam_m_v_bytes,resource_estimator_forward_activation_bytes,resource_estimator_backward_activation_bytes,resource_estimator_attention_bytes,resource_estimator_adam_graph_elements,resource_estimator_adam_chunk_count,resource_estimator_adam_application_visible_bytes,resource_estimator_persistent_application_tensor_bytes,resource_estimator_peak_application_tensor_bytes,resource_estimator_total_node_count_with_adam,resource_estimator_total_tensor_count_with_adam,compile_time_qairt_build_id,compile_time_qnn_api_version,runtime_backend_build_id,backend_build_id_match,device_model,device_soc,android_thermal_status_before,android_thermal_status_after,battery_level_before,battery_level_after,battery_temperature_c_before,battery_temperature_c_after
1,19,2,320,8,0.003000000026,32,256,262035,fnv1a64:9d09bf7cb1b4c9ea,fnv1a64:1066c23615faf1b3,fnv1a64:1ec170f417b2e3bb,48320,2,5.497154713,5.497247696,0.001864522696,0.0002025813037,3.258748186,0.02461120741,0.9999984058,1.503853127e-05,7.649883628e-06,0.004416454118,true,true,2e-2,5e-3,5e-3,3e-2,5.452711582,5.497579575,0.00801564008,0.01037773234,2.297406172e-05,true,5.169598103,5.34622097,0.0145569779,0.03725211322,0.0002916702651,true,4.721384048,5.079407215,0.02452792972,0.06279297173,0.0007069194689,true,5.545779228,2.524898291,true,320,true,0.5415093303,0.06425346248,0.02088620886,7f0e8e12a7ca0296a4a3db0385cfb1d303bb3c77d07996227ee17d20a7620edf,cf8def08a9aa011a72390095c97270b59e27fb15af7501b06551bef73449b5b1,fnv1a64:45781cd7ddaf4bae,true,true,1964698.905,54834.218,1776214.739,13541.979,135.2893512,422.7792225,3281,3,CPU,HTP,false,false,false,SUCCESS,3281,3281,0,L19H2_EXPLICIT_FORWARD_BACKWARD,19,2,192,254,2912,2384,48320,193280,193280,386560,2183936,3173760,311296,32768,2,1441792,781824,7967872,2404,2947,2.48.40.260702151143,2.37.0,v2.48.40.260702151143,true,NX741J,SM8850,0,0,90,90,37,37
