arm,seed,start_step,step,train_loss,grad_norm,update_norm,update_weight_ratio,wq_wk_norm,non_finite,step_ms
control,1,2000,2730,4.258031368,1.123344514,0.4053630293,0.003855147579,9.230625139,false,1274.2962
control,1,2000,2740,4.383972168,1.244019484,0.406100029,0.003856878666,9.245514894,false,1267.5041
control,1,2000,2750,4.647746563,1.415080364,0.406106418,0.003852337411,9.258611148,false,1222.4592
control,1,2000,2760,4.577756882,1.359644279,0.4053759976,0.003840517421,9.268078517,false,1205.7118
control,1,2000,2770,4.475864887,1.1663047,0.404256019,0.00382407514,9.278056731,false,1291.4414
control,1,2000,2780,4.269007683,1.300957263,0.4040608963,0.003815728012,9.296005976,false,1218.5557
control,1,2000,2790,4.245514393,1.232720702,0.4051944718,0.003820509604,9.316001575,false,1247.327
control,1,2000,2800,4.100926876,1.176876062,0.4046281325,0.003810651035,9.336159947,false,1231.9722
control,1,2000,2810,4.45739603,1.281382679,0.4041256541,0.003800762793,9.360367364,false,1246.388
control,1,2000,2820,4.205321789,1.068658964,0.4033496941,0.003788240347,9.388774735,false,1234.8629
control,1,2000,2830,4.251875401,1.121997946,0.4038964552,0.003788090614,9.418430123,false,1252.1593
control,1,2000,2840,3.800861597,1.0641848,0.4050209472,0.00379298546,9.458715199,false,1239.8628
control,1,2000,2850,4.26517725,1.245603093,0.4053830755,0.003791282213,9.49173597,false,1247.7729
control,1,2000,2860,4.127155304,1.333057612,0.4049577844,0.003782210932,9.512062072,false,1212.3408
control,1,2000,2870,4.499548435,1.107441319,0.40564355,0.003783593373,9.531812844,false,1249.057
control,1,2000,2880,4.422727585,1.415223503,0.4046775278,0.00376984422,9.542450075,false,1226.3517
control,1,2000,2890,4.285126686,1.287838666,0.4041285901,0.003760437838,9.558184051,false,1249.7877
control,1,2000,2900,4.483904839,1.200149916,0.4047413096,0.003760555005,9.577982785,false,1272.1039
control,1,2000,2910,4.513027668,1.325675121,0.4032712844,0.003741012919,9.590924139,false,1227.8715
control,1,2000,2920,4.629917145,1.367014485,0.4028011647,0.003730279485,9.612330405,false,1275.9145
control,1,2000,2930,4.382093906,1.202417539,0.403883703,0.003734638096,9.635808847,false,1235.893
control,1,2000,2940,4.304240704,1.178048525,0.4026207813,0.003718199178,9.660477714,false,1271.5542
control,1,2000,2950,4.269703865,1.096928729,0.403106621,0.003717727211,9.684324698,false,1325.9314
control,1,2000,2960,4.610434055,1.239076651,0.4020323373,0.00370242461,9.699947206,false,1229.0426
control,1,2000,2970,4.462784767,1.255799223,0.4022473933,0.003698831186,9.710948223,false,1306.2912
control,1,2000,2980,4.204421997,1.303111281,0.4023695624,0.003695054256,9.719379619,false,1250.4616
control,1,2000,2990,3.324617863,1.118359153,0.4036171072,0.003701859893,9.73313984,false,1270.7645
control,1,2000,3000,4.282557011,1.285672328,0.4027155145,0.003689844448,9.741252179,false,1218.5719
control,1,2000,3010,4.034248352,1.269971567,0.4025617663,0.00368344561,9.758389234,false,1225.1376
control,1,2000,3020,4.409093857,1.199156497,0.4033878569,0.003685453421,9.78431583,false,1218.7114
control,1,2000,3030,4.456284046,1.36236635,0.4043653855,0.003688886257,9.799486609,false,1282.3891
control,1,2000,3040,4.551939487,1.320528333,0.4056924988,0.003696217124,9.818452645,false,1211.3691
control,1,2000,3050,4.243255138,1.149362071,0.4042382438,0.003678305005,9.834141887,false,1277.1168
control,1,2000,3060,4.402748108,1.215169124,0.4036051617,0.003667134925,9.857389195,false,1215.8034
control,1,2000,3070,4.370089054,1.318489552,0.4034061081,0.003659805055,9.877815733,false,1279.1855
control,1,2000,3080,3.916603565,1.253451787,0.4013155275,0.003635712476,9.899503017,false,1239.7024
control,1,2000,3090,4.34468174,1.161113523,0.4040144318,0.003655633551,9.92959184,false,1294.4779
control,1,2000,3100,4.012742043,1.273242035,0.402819117,0.003639950352,9.95974209,false,1265.5506
control,1,2000,3110,4.459589005,1.228448975,0.4022862326,0.003629497619,9.991407753,false,1204.5913
control,1,2000,3120,4.50651741,1.217651623,0.4029590991,0.003631730235,10.0039574,false,1239.3081
control,1,2000,3130,4.061594009,1.240757996,0.4039063051,0.003636577155,10.01054931,false,1265.7404
control,1,2000,3140,4.474778175,1.234286487,0.4037129597,0.003630369115,10.0301335,false,1236.4138
control,1,2000,3150,3.74319911,1.263495704,0.404557594,0.003633807723,10.05246631,false,1233.5313
control,1,2000,3160,4.380920887,1.123194645,0.4047763601,0.003631492197,10.06872211,false,1268.2548
control,1,2000,3170,3.955238581,1.261647874,0.4026324927,0.003607973361,10.08693893,false,1235.7205
control,1,2000,3180,3.988041162,1.121790854,0.4033777921,0.003609611868,10.10478175,false,1269.584
control,1,2000,3190,4.045480728,1.117263425,0.404945557,0.003618878235,10.12382684,false,1217.6542
control,1,2000,3200,4.223457336,1.378101842,0.403588805,0.003602142457,10.14070213,false,1293.7408
control,1,2000,3210,4.410904408,1.139198444,0.4042020347,0.003602535832,10.15366213,false,1259.2712
control,1,2000,3220,4.359541893,1.210991194,0.4049493672,0.003605013418,10.17533984,false,1291.4799
control,1,2000,3230,4.402293682,1.278382367,0.403663675,0.003589032338,10.20223013,false,1256.1878
control,1,2000,3240,4.142328739,1.200797217,0.4041688924,0.003589360491,10.23031882,false,1263.1084
control,1,2000,3250,4.737555981,1.35283862,0.4031493084,0.00357507746,10.25254687,false,1242.5201
control,1,2000,3260,4.68017292,1.216411463,0.4014280946,0.003554427469,10.27527869,false,1219.5574
control,1,2000,3270,4.41557312,1.170401062,0.4016195793,0.003551490129,10.30267207,false,1277.3214
control,1,2000,3280,3.650691748,1.226485784,0.4007072755,0.003539111946,10.33119009,false,1248.5452
control,1,2000,3290,4.226834774,1.230173236,0.4008048191,0.003535713173,10.35339545,false,1281.3748
control,1,2000,3300,4.19731617,1.366396693,0.4012732708,0.003534735781,10.37684948,false,1210.1314
control,1,2000,3310,4.340938091,1.076116314,0.4012877133,0.00353069066,10.39212312,false,1254.4845
control,1,2000,3320,4.375283718,1.088142128,0.4019045345,0.003531373522,10.4133649,false,1223.372
control,1,2000,3330,4.137481689,1.191019507,0.4019236477,0.003526950052,10.42929986,false,1259.3535
control,1,2000,3340,4.310249805,1.221332126,0.4022033525,0.003525382125,10.45568109,false,1226.2534
control,1,2000,3350,4.244605064,1.333244146,0.4009315363,0.003510723197,10.4772015,false,1336.5405
control,1,2000,3360,3.74488759,1.296231361,0.4001521941,0.003499837497,10.4971322,false,1230.057
control,1,2000,3370,4.513070583,1.280055019,0.4003690644,0.003497381413,10.51001003,false,1235.198
control,1,2000,3380,4.01504755,1.370935321,0.4008595636,0.003497979757,10.52355725,false,1282.2601
control,1,2000,3390,4.444613457,1.336376422,0.3994798747,0.003482003026,10.55073452,false,1223.6591
control,1,2000,3400,4.270126343,1.238254335,0.4005827298,0.003487510905,10.57453599,false,1236.0465
control,1,2000,3410,4.330393314,1.250172346,0.4014017578,0.0034907745,10.58780531,false,1215.2044
control,1,2000,3420,4.252148628,1.121600294,0.4006509694,0.003480440497,10.6039916,false,1248.8213
control,1,2000,3430,4.458371162,1.329144362,0.3995094935,0.003466175852,10.63231525,false,1215.7584
control,1,2000,3440,4.353641033,1.250208344,0.4006124846,0.00347215263,10.65335804,false,1236.6317
control,1,2000,3450,3.962590694,1.041882728,0.4017260052,0.003478017754,10.66953397,false,1249.1128
control,1,2000,3460,4.030889511,1.279537198,0.4012580026,0.003469470548,10.68656148,false,1204.1338
control,1,2000,3470,4.412596226,1.251035797,0.4010205503,0.0034635522,10.69511074,false,1188.0316
control,1,2000,3480,3.694275856,1.165212807,0.4024786984,0.003471361428,10.71329103,false,1237.9053
control,1,2000,3490,4.173975468,1.235187218,0.4013606943,0.00345705909,10.73750269,false,1282.6001
control,1,2000,3500,4.156004906,1.210922272,0.3999705777,0.003441327406,10.75231358,false,1248.0113
control,1,2000,3510,3.815783978,1.332887913,0.3996175756,0.003434045796,10.76845679,false,1243.0826
control,1,2000,3520,4.300887108,1.360868676,0.3994012691,0.003427725128,10.79426266,false,1231.3567
control,1,2000,3530,4.320253849,1.173528096,0.4002080353,0.003430392246,10.8162157,false,1261.7826
control,1,2000,3540,3.902691364,1.081167971,0.3987361893,0.003414263314,10.83677851,false,1281.6877
control,1,2000,3550,4.346985817,1.217967791,0.3983407968,0.003406760685,10.85478625,false,1270.6641
control,1,2000,3560,4.081753731,1.120887773,0.3977651555,0.003397550924,10.87432816,false,1231.5278
control,1,2000,3570,4.582519531,1.102361849,0.3966703817,0.003384099538,10.89412723,false,1241.7201
control,1,2000,3580,4.340618134,1.290184591,0.3986595002,0.003397019619,10.9166309,false,1241.5789
control,1,2000,3590,4.251161575,1.232245886,0.3991989461,0.003397007129,10.93972735,false,1231.4557
control,1,2000,3600,4.365080357,1.187254853,0.3993454985,0.003393805745,10.96154193,false,1285.2799
control,1,2000,3610,4.680442333,1.070739408,0.3998628919,0.003393934871,10.97948488,false,1255.4312
control,1,2000,3620,4.409123421,1.17378093,0.3984027748,0.003377656898,10.99385183,false,1236.9723
control,1,2000,3630,4.430216312,1.327315239,0.3957769638,0.003351875621,11.00418464,false,1234.1805
control,1,2000,3640,4.258085728,1.185428914,0.3996529819,0.003382004089,11.00972626,false,1211.8608
control,1,2000,3650,4.331752777,1.108386817,0.3990948978,0.00337418707,11.02004935,false,1285.6434
control,1,2000,3660,4.413412094,1.027183266,0.3974769394,0.003357213901,11.04554296,false,1302.9824
control,1,2000,3670,3.819587231,1.078439672,0.397275942,0.003352026399,11.08217362,false,1259.9569
control,1,2000,3680,4.451169014,1.090234564,0.3961235443,0.003337964661,11.11026386,false,1242.9056
control,1,2000,3690,4.615371704,1.325043736,0.397329368,0.003344857495,11.12940759,false,1244.091
control,1,2000,3700,4.297686577,1.153507072,0.3980788794,0.003347890641,11.14410041,false,1291.4556
control,1,2000,3710,4.225273132,1.29516968,0.3956861278,0.003323633469,11.16502644,false,1216.4583
control,1,2000,3720,4.65433073,1.19859948,0.3962662506,0.003324442181,11.18350298,false,1233.2093
control,1,2000,3730,4.293265343,1.179394171,0.3956366311,0.003315021098,11.20222093,false,1223.1732
control,1,2000,3740,4.35875988,1.267146934,0.3956627711,0.003311438907,11.22211214,false,1253.398
control,1,2000,3750,4.458055496,1.108831712,0.3947425042,0.003300046332,11.24138462,false,1273.5425
control,1,2000,3760,4.180976391,1.239658511,0.3953847922,0.003301646166,11.26016475,false,1285.1811
control,1,2000,3770,4.035390377,1.15194898,0.3962199727,0.003304835336,11.28518297,false,1260.4563
control,1,2000,3780,3.957201719,1.414095167,0.3945071271,0.003287184808,11.30674805,false,1308.1489
control,1,2000,3790,4.317939281,1.513786037,0.3949839395,0.003287948572,11.32696701,false,1291.3271
control,1,2000,3800,4.141261578,1.179168452,0.3961672333,0.003294475564,11.34406683,false,1256.1314
control,1,2000,3810,4.496992111,1.315916209,0.3945785218,0.003277577458,11.35755804,false,1244.0875
control,1,2000,3820,3.463511944,1.274933936,0.3940993985,0.003270050372,11.37020346,false,1247.2382
control,1,2000,3830,3.768001556,1.121325266,0.3953798875,0.003276465115,11.3933208,false,1292.0139
control,1,2000,3840,4.166137695,1.382541522,0.3951866768,0.003270497804,11.4136325,false,1300.9988
control,1,2000,3850,4.476164818,1.197684954,0.3969161,0.003281548714,11.43092409,false,1255.0326
control,1,2000,3860,4.573824883,1.582974517,0.3956362127,0.003267229232,11.44376108,false,1231.6135
control,1,2000,3870,4.227671146,1.274142392,0.3955494589,0.00326282396,11.46227767,false,1234.366
control,1,2000,3880,4.099767685,1.237319674,0.395550752,0.003259431812,11.48851099,false,1236.246
control,1,2000,3890,4.194099426,1.102588761,0.3951684925,0.00325310086,11.51334059,false,1240.5379
control,1,2000,3900,4.381326675,1.148371371,0.3961759522,0.003258339429,11.53208764,false,1258.6334
control,1,2000,3910,3.78830862,1.069183378,0.397382597,0.003265125966,11.54597873,false,1208.0417
control,1,2000,3920,3.788959026,1.081901081,0.3973651958,0.003261401021,11.55767768,false,1266.3857
control,1,2000,3930,4.214312553,1.191161995,0.3964634317,0.00325058493,11.57364817,false,1281.2984
control,1,2000,3940,4.389315605,1.054297299,0.3966404124,0.003248213922,11.59708657,false,1257.0817
control,1,2000,3950,4.324985027,1.244622644,0.3986381173,0.003261182369,11.62290539,false,1346.4951
control,1,2000,3960,4.062344074,1.065529965,0.3978282898,0.00325127738,11.64145475,false,1273.3158
control,1,2000,3970,4.046979427,1.129638312,0.3964524197,0.003236364407,11.66019822,false,1301.1998
control,1,2000,3980,3.945771933,1.220687862,0.3945693865,0.003217526717,11.67515089,false,1305.8906
control,1,2000,3990,4.536935806,1.210839884,0.3946540432,0.003214952001,11.68827941,false,1324.0555
control,1,2000,4000,4.096392155,1.354075944,0.3934501902,0.003202063172,11.70681754,false,1256.4416
