"source_files","source_bytes","source_aggregate_sha256","total_records","records_with_body","usable_articles","raw_body_utf8_bytes","cleaned_utf8_bytes","parse_errors","source_read_only_verified"
"206","2478353616","sha256:b3185ea689ffa64c71f5ea8fe25f3779dbf1f0cd0d103b6e2fe05792e635bf86","291055","291055","288217","2390169831","1204368332","0","True"
