configuration_id,tap_id,tap_name,dim,eta2_dev,effective_rank_train,between_within_dev,mean_pairwise_cosine_dev,cond_train
L19_SEED_4,70,b10_NORM2,16,0.937709,3.8196,15.0537,0.1063,2.78835e+15
L19_SEED_4,71,b10_FFN_UPDATE,16,0.943011,2.15626,16.5471,0.199313,6.14111e+06
L19_SEED_4,72,b10_AFTER_FFN,16,0.941494,3.41925,16.0922,0.0924511,1.84618e+06
L19_SEED_4,73,b11_NORM1,16,0.938067,3.66098,15.1464,0.0988463,2.46077e+15
L19_SEED_4,74,b11_ATT_UPDATE,16,0.462415,1.24349,0.860173,0.107867,4.57993e+08
L19_SEED_4,75,b11_AFTER_ATTN,16,0.920369,3.60899,11.5579,0.0963661,1.26632e+06
L19_SEED_4,76,b11_NORM2,16,0.92066,3.75038,11.604,0.109567,2.75098e+15
L19_SEED_4,77,b11_FFN_UPDATE,16,0.948666,2.31895,18.4801,0.188402,1.96732e+06
L19_SEED_4,78,b11_AFTER_FFN,16,0.925488,3.46008,12.4206,0.0946677,1.97196e+06
L19_SEED_4,79,b12_NORM1,16,0.923461,3.618,12.0652,0.097919,3.75953e+15
L19_SEED_4,80,b12_CTX,16,0.60266,2.34156,1.51674,0.144063,1.08879e+06
L19_SEED_4,81,b12_ATT_UPDATE,16,0.551828,1.69096,1.23128,0.141054,1.82053e+08
L19_SEED_4,82,b12_AFTER_ATTN,16,0.910678,3.58077,10.1954,0.0996276,1.47939e+06
L19_SEED_4,83,b12_NORM2,16,0.913483,3.64487,10.5584,0.115915,3.50519e+15
L19_SEED_4,84,b12_FFN_UPDATE,16,0.940133,2.01172,15.7038,0.193677,2.48773e+06
L19_SEED_4,85,b12_AFTER_FFN,16,0.915521,3.48399,10.8372,0.0996434,1.38492e+06
L19_SEED_4,86,b12_RELU,32,0.71094,4.96173,2.45949,0.430437,inf
L19_SEED_4,87,b13_NORM1,16,0.915295,3.53528,10.8057,0.101207,1.69538e+15
L19_SEED_4,88,b13_ATT_UPDATE,16,0.485405,1.46963,0.943277,0.170457,7.01637e+08
L19_SEED_4,89,b13_AFTER_ATTN,16,0.900023,3.56446,9.00232,0.104571,1.33715e+06
L19_SEED_4,90,b13_NORM2,16,0.904281,3.57616,9.44723,0.116458,3.26702e+15
L19_SEED_4,91,b13_FFN_UPDATE,16,0.883004,2.75197,7.54728,0.271383,295568
L19_SEED_4,92,b13_AFTER_FFN,16,0.899319,3.54245,8.93236,0.111165,1.56822e+06
L19_SEED_4,93,b14_NORM1,16,0.903157,3.55686,9.32598,0.114529,4.71979e+15
L19_SEED_4,94,b14_ATT_UPDATE,16,0.563079,2.13434,1.28875,0.0946337,4.54835e+07
L19_SEED_4,95,b14_AFTER_ATTN,16,0.888339,3.55206,7.95572,0.114152,1.56739e+06
L19_SEED_4,96,b14_NORM2,16,0.893592,3.57205,8.39779,0.138234,2.45818e+15
L19_SEED_4,97,b14_FFN_UPDATE,16,0.949886,1.86589,18.9546,0.281305,1.16859e+06
L19_SEED_4,98,b14_AFTER_FFN,16,0.894061,3.45482,8.43935,0.121958,1.75913e+06
L19_SEED_4,99,b15_NORM1,16,0.896327,3.4233,8.64574,0.13924,2.83446e+15
L19_SEED_4,100,b15_ATT_UPDATE,16,0.352393,1.41668,0.544146,0.204682,5.11307e+08
L19_SEED_4,101,b15_AFTER_ATTN,16,0.872232,3.55198,6.82666,0.131296,1.12312e+06
L19_SEED_4,102,b15_NORM2,16,0.883259,3.47124,7.56594,0.133928,3.92579e+15
L19_SEED_4,103,b15_FFN_UPDATE,16,0.930073,1.6578,13.3006,0.238203,3.12152e+06
L19_SEED_4,104,b15_AFTER_FFN,16,0.877044,3.44948,7.13299,0.134578,1.08686e+06
L19_SEED_4,105,b16_NORM1,16,0.884037,3.43342,7.62344,0.143701,2.13892e+15
L19_SEED_4,106,b16_CTX,16,0.544311,2.42273,1.19448,0.139318,593947
L19_SEED_4,107,b16_ATT_UPDATE,16,0.437461,1.55868,0.777655,0.151009,5.41184e+09
L19_SEED_4,108,b16_AFTER_ATTN,16,0.856684,3.52992,5.9776,0.137869,1.00639e+06
L19_SEED_4,109,b16_NORM2,16,0.869108,3.443,6.63987,0.14897,2.01586e+15
L19_SEED_4,110,b16_FFN_UPDATE,16,0.904159,2.00168,9.43393,0.316913,1.0948e+06
L19_SEED_4,111,b16_AFTER_FFN,16,0.859739,3.46597,6.12959,0.14506,1.46205e+06
L19_SEED_4,112,b16_RELU,32,0.656079,4.6312,1.90764,0.450408,inf
L19_SEED_4,113,b17_NORM1,16,0.862864,3.51082,6.29201,0.156713,3.34768e+15
L19_SEED_4,114,b17_ATT_UPDATE,16,0.296245,1.09356,0.42095,0.334676,5.88186e+10
L19_SEED_4,115,b17_AFTER_ATTN,16,0.835829,3.47433,5.0912,0.154106,1.14652e+06
L19_SEED_4,116,b17_NORM2,16,0.854721,3.4269,5.8833,0.172851,4.77143e+15
L19_SEED_4,117,b17_FFN_UPDATE,16,0.920363,1.51921,11.557,0.444234,1.84011e+06
L19_SEED_4,118,b17_AFTER_FFN,16,0.84154,3.40376,5.31073,0.171195,1.7092e+06
L19_SEED_4,119,b18_NORM1,16,0.857423,3.37282,6.01374,0.170136,1.92921e+15
L19_SEED_4,120,b18_CTX,16,0.61693,2.47231,1.61049,0.187411,1.05925e+06
L19_SEED_4,121,b18_ATT_UPDATE,16,0.560302,2.03807,1.27429,0.18718,9.56485e+07
L19_SEED_4,122,b18_AFTER_ATTN,16,0.831859,3.4388,4.94739,0.172806,972322
L19_SEED_4,123,b18_NORM2,16,0.845136,3.42967,5.45729,0.180452,2.05457e+15
L19_SEED_4,124,b18_FFN_UPDATE,16,0.790954,2.38714,3.78363,0.422304,313865
L19_SEED_4,125,b18_AFTER_FFN,16,0.830687,3.39901,4.90622,0.179924,589911
L18_SEED_2_CONTROL,0,EMBEDDING,16,1,6.35124,0,0.0801981,inf
L18_SEED_2_CONTROL,1,b00_NORM1,16,1,6.44631,0,0.0472476,inf
L18_SEED_2_CONTROL,2,b00_ATT_UPDATE,16,0.802915,1.92618,4.07395,0.145892,5.28506e+08
L18_SEED_2_CONTROL,3,b00_AFTER_ATTN,16,0.973733,5.10153,37.0704,0.0915667,202080
L18_SEED_2_CONTROL,4,b00_NORM2,16,0.975443,5.42311,39.7223,0.0437085,2.93853e+15
L18_SEED_2_CONTROL,5,b00_FFN_UPDATE,16,0.995108,2.69785,203.43,0.0717702,5.78061e+06
L18_SEED_2_CONTROL,6,b00_AFTER_FFN,16,0.989865,3.55125,97.6678,0.0393015,1.91144e+06
L18_SEED_2_CONTROL,7,b01_NORM1,16,0.987318,4.2016,77.8492,0.0363634,3.84997e+15
L18_SEED_2_CONTROL,8,b01_CTX,16,0.767152,2.63015,3.29464,0.127707,461894
L18_SEED_2_CONTROL,9,b01_ATT_UPDATE,16,0.729567,2.1967,2.69778,0.147665,2.33538e+07
L18_SEED_2_CONTROL,10,b01_AFTER_ATTN,16,0.978164,3.72492,44.7951,0.0487461,195009
L18_SEED_2_CONTROL,11,b01_NORM2,16,0.97269,4.21974,35.6161,0.0474237,8.31143e+15
L18_SEED_2_CONTROL,12,b01_FFN_UPDATE,16,0.989149,3.206,91.1613,0.107872,2.64921e+06
L18_SEED_2_CONTROL,13,b01_AFTER_FFN,16,0.984914,3.30321,65.285,0.0423544,474059
L18_SEED_2_CONTROL,14,b01_RELU,32,0.713785,6.43367,2.49387,0.302994,inf
L18_SEED_2_CONTROL,15,b02_NORM1,16,0.976288,3.83415,41.1732,0.0377759,2.59016e+15
L18_SEED_2_CONTROL,16,b02_ATT_UPDATE,16,0.757754,1.44913,3.12803,0.11582,7.28488e+06
L18_SEED_2_CONTROL,17,b02_AFTER_ATTN,16,0.976647,3.36612,41.8214,0.0401095,277323
L18_SEED_2_CONTROL,18,b02_NORM2,16,0.967238,3.84508,29.523,0.0391126,3.85544e+15
L18_SEED_2_CONTROL,19,b02_FFN_UPDATE,16,0.989862,1.73134,97.6401,0.0298598,2.13664e+07
L18_SEED_2_CONTROL,20,b02_AFTER_FFN,16,0.983984,2.72396,61.4369,0.022793,253403
L18_SEED_2_CONTROL,21,b03_NORM1,16,0.978219,3.34926,44.9117,0.0205831,4.28459e+15
L18_SEED_2_CONTROL,22,b03_ATT_UPDATE,16,0.770012,2.12172,3.34805,0.0276784,1.66391e+07
L18_SEED_2_CONTROL,23,b03_AFTER_ATTN,16,0.975493,2.91783,39.8052,0.0233517,358911
L18_SEED_2_CONTROL,24,b03_NORM2,16,0.970239,3.37241,32.6005,0.026725,3.44735e+15
L18_SEED_2_CONTROL,25,b03_FFN_UPDATE,16,0.981993,1.85972,54.5353,0.0895393,2.40726e+07
L18_SEED_2_CONTROL,26,b03_AFTER_FFN,16,0.979121,2.66872,46.8946,0.0259813,353978
L18_SEED_2_CONTROL,27,b04_NORM1,16,0.973677,3.1967,36.9895,0.0269356,4.13456e+15
L18_SEED_2_CONTROL,28,b04_CTX,16,0.715514,1.93217,2.51511,0.0696789,805684
L18_SEED_2_CONTROL,29,b04_ATT_UPDATE,16,0.677614,1.51612,2.10187,0.0658614,1.52657e+07
L18_SEED_2_CONTROL,30,b04_AFTER_ATTN,16,0.970461,2.80915,32.8538,0.0283929,2.35953e+06
L18_SEED_2_CONTROL,31,b04_NORM2,16,0.965736,3.28396,28.1855,0.0273777,4.20039e+15
L18_SEED_2_CONTROL,32,b04_FFN_UPDATE,16,0.97335,2.66274,36.5232,0.0703266,8.11919e+06
L18_SEED_2_CONTROL,33,b04_AFTER_FFN,16,0.971931,2.79265,34.6261,0.0224189,483679
L18_SEED_2_CONTROL,34,b04_RELU,32,0.700995,4.06891,2.34442,0.338319,inf
L18_SEED_2_CONTROL,35,b05_NORM1,16,0.966857,3.19999,29.1724,0.0242251,5.66741e+15
L18_SEED_2_CONTROL,36,b05_ATT_UPDATE,16,0.622834,1.31916,1.65135,0.0202439,1.34911e+08
L18_SEED_2_CONTROL,37,b05_AFTER_ATTN,16,0.95556,3.01641,21.5022,0.0247268,519040
L18_SEED_2_CONTROL,38,b05_NORM2,16,0.951203,3.2515,19.4931,0.0256457,3.48277e+15
L18_SEED_2_CONTROL,39,b05_FFN_UPDATE,16,0.977668,2.17137,43.7779,0.0656723,1.48946e+07
L18_SEED_2_CONTROL,40,b05_AFTER_FFN,16,0.962262,2.8343,25.4986,0.0224028,439136
L18_SEED_2_CONTROL,41,b06_NORM1,16,0.959621,3.11983,23.7651,0.0221197,2.79504e+15
L18_SEED_2_CONTROL,42,b06_ATT_UPDATE,16,0.65509,1.41334,1.89931,0.0197838,3.47257e+07
L18_SEED_2_CONTROL,43,b06_AFTER_ATTN,16,0.947026,3.04337,17.8772,0.0238876,369354
L18_SEED_2_CONTROL,44,b06_NORM2,16,0.944562,3.20547,17.0381,0.0276833,4.15126e+15
L18_SEED_2_CONTROL,45,b06_FFN_UPDATE,16,0.961616,1.93357,25.0526,0.153988,1.14463e+07
L18_SEED_2_CONTROL,46,b06_AFTER_FFN,16,0.953135,2.79684,20.3378,0.0367071,1.35967e+06
L18_SEED_2_CONTROL,47,b07_NORM1,16,0.949536,3.10686,18.8162,0.039843,6.31658e+15
L18_SEED_2_CONTROL,48,b07_ATT_UPDATE,16,0.673132,1.56142,2.05934,0.0541264,3.87822e+08
L18_SEED_2_CONTROL,49,b07_AFTER_ATTN,16,0.944803,2.89954,17.1168,0.0387581,2.13291e+06
L18_SEED_2_CONTROL,50,b07_NORM2,16,0.942771,3.19857,16.4737,0.0441435,5.35586e+15
L18_SEED_2_CONTROL,51,b07_FFN_UPDATE,16,0.970289,2.06159,32.6576,0.195045,2.41872e+06
L18_SEED_2_CONTROL,52,b07_AFTER_FFN,16,0.950817,2.80532,19.3321,0.0391125,2.74841e+06
L18_SEED_2_CONTROL,53,b08_NORM1,16,0.946488,3.1449,17.6872,0.0395589,3.47233e+15
L18_SEED_2_CONTROL,54,b08_CTX,16,0.591015,1.54226,1.44508,0.090451,3.34513e+06
L18_SEED_2_CONTROL,55,b08_ATT_UPDATE,16,0.54573,1.23744,1.20133,0.064902,8.38217e+09
L18_SEED_2_CONTROL,56,b08_AFTER_ATTN,16,0.935247,2.95758,14.4433,0.0403464,1.95344e+06
L18_SEED_2_CONTROL,57,b08_NORM2,16,0.930463,3.21606,13.3809,0.0373466,2.67724e+15
L18_SEED_2_CONTROL,58,b08_FFN_UPDATE,16,0.962309,2.14942,25.5318,0.110551,967278
L18_SEED_2_CONTROL,59,b08_AFTER_FFN,16,0.942824,2.90941,16.49,0.0336511,2.76468e+06
L18_SEED_2_CONTROL,60,b08_RELU,32,0.691937,5.30566,2.24609,0.346421,inf
L18_SEED_2_CONTROL,61,b09_NORM1,16,0.93964,3.0989,15.5672,0.0376482,3.04236e+15
L18_SEED_2_CONTROL,62,b09_ATT_UPDATE,16,0.809944,1.61292,4.26159,0.0661194,9.47798e+07
L18_SEED_2_CONTROL,63,b09_AFTER_ATTN,16,0.93882,2.97793,15.3452,0.0354571,2.43306e+06
L18_SEED_2_CONTROL,64,b09_NORM2,16,0.934471,3.20904,14.2605,0.037866,3.32687e+15
L18_SEED_2_CONTROL,65,b09_FFN_UPDATE,16,0.968798,2.33456,31.0492,0.12036,1.41123e+06
L18_SEED_2_CONTROL,66,b09_AFTER_FFN,16,0.944373,2.88587,16.977,0.0393303,2.03393e+06
L18_SEED_2_CONTROL,67,b10_NORM1,16,0.940941,3.08831,15.9323,0.0390462,3.10354e+15
L18_SEED_2_CONTROL,68,b10_ATT_UPDATE,16,0.707111,1.97571,2.41426,0.0736558,5.43846e+09
L18_SEED_2_CONTROL,69,b10_AFTER_ATTN,16,0.936818,2.97671,14.8273,0.0421847,2.96366e+06
L18_SEED_2_CONTROL,70,b10_NORM2,16,0.933372,3.10069,14.0088,0.0434569,4.47112e+15
L18_SEED_2_CONTROL,71,b10_FFN_UPDATE,16,0.959878,2.39732,23.9241,0.185261,1.56504e+06
L18_SEED_2_CONTROL,72,b10_AFTER_FFN,16,0.941428,2.89845,16.0729,0.0465585,2.65901e+06
L18_SEED_2_CONTROL,73,b11_NORM1,16,0.937242,3.09556,14.9341,0.0482974,4.74356e+15
L18_SEED_2_CONTROL,74,b11_ATT_UPDATE,16,0.652543,1.55468,1.87805,0.0878966,2.82513e+10
L18_SEED_2_CONTROL,75,b11_AFTER_ATTN,16,0.930262,3.03808,13.3394,0.0500601,1.10715e+06
L18_SEED_2_CONTROL,76,b11_NORM2,16,0.926287,3.17208,12.5662,0.049944,5.80689e+15
L18_SEED_2_CONTROL,77,b11_FFN_UPDATE,16,0.929217,1.64009,13.1277,0.298107,3.03029e+06
L18_SEED_2_CONTROL,78,b11_AFTER_FFN,16,0.931654,2.91788,13.6315,0.0540099,878525
L18_SEED_2_CONTROL,79,b12_NORM1,16,0.927073,3.12802,12.7124,0.0594103,3.37982e+15
L18_SEED_2_CONTROL,80,b12_CTX,16,0.675848,1.44065,2.08497,0.102432,5.04319e+06
L18_SEED_2_CONTROL,81,b12_ATT_UPDATE,16,0.722351,1.10053,2.60168,0.0659156,1.13482e+10
L18_SEED_2_CONTROL,82,b12_AFTER_ATTN,16,0.924344,3.01431,12.2178,0.0551653,471662
L18_SEED_2_CONTROL,83,b12_NORM2,16,0.922678,3.04407,11.9329,0.062809,3.87991e+15
L18_SEED_2_CONTROL,84,b12_FFN_UPDATE,16,0.945678,1.60558,17.4086,0.181322,1.21107e+07
L18_SEED_2_CONTROL,85,b12_AFTER_FFN,16,0.928375,2.79935,12.9615,0.0589594,1.20651e+06
L18_SEED_2_CONTROL,86,b12_RELU,32,0.677911,3.97261,2.10473,0.396835,inf
L18_SEED_2_CONTROL,87,b13_NORM1,16,0.922027,2.99748,11.825,0.0620694,7.91126e+15
L18_SEED_2_CONTROL,88,b13_ATT_UPDATE,16,0.738407,1.3732,2.82274,0.132005,2.40196e+09
L18_SEED_2_CONTROL,89,b13_AFTER_ATTN,16,0.921756,2.8928,11.7805,0.0638865,730004
L18_SEED_2_CONTROL,90,b13_NORM2,16,0.916556,2.94177,10.9842,0.0667049,4.32429e+15
L18_SEED_2_CONTROL,91,b13_FFN_UPDATE,16,0.94272,1.63215,16.458,0.13863,6.94815e+06
L18_SEED_2_CONTROL,92,b13_AFTER_FFN,16,0.925262,2.74622,12.3801,0.0657048,912373
L18_SEED_2_CONTROL,93,b14_NORM1,16,0.919306,2.95859,11.3925,0.0676777,3.42989e+15
L18_SEED_2_CONTROL,94,b14_ATT_UPDATE,16,0.626152,1.91707,1.67488,0.0997418,9.27948e+08
L18_SEED_2_CONTROL,95,b14_AFTER_ATTN,16,0.912867,2.87384,10.4767,0.069188,4.57632e+06
L18_SEED_2_CONTROL,96,b14_NORM2,16,0.909302,2.90151,10.0256,0.074319,3.58681e+15
L18_SEED_2_CONTROL,97,b14_FFN_UPDATE,16,0.928901,1.55789,13.0648,0.334794,9.71309e+06
L18_SEED_2_CONTROL,98,b14_AFTER_FFN,16,0.916624,2.73157,10.9939,0.0735625,5.41946e+06
L18_SEED_2_CONTROL,99,b15_NORM1,16,0.91261,2.8793,10.443,0.0746228,3.97199e+15
L18_SEED_2_CONTROL,100,b15_ATT_UPDATE,16,0.742664,1.25356,2.88596,0.152782,6.48707e+09
L18_SEED_2_CONTROL,101,b15_AFTER_ATTN,16,0.908769,2.83715,9.96123,0.0787445,6.3053e+06
L18_SEED_2_CONTROL,102,b15_NORM2,16,0.910059,2.84527,10.1184,0.0855732,7.3785e+15
L18_SEED_2_CONTROL,103,b15_FFN_UPDATE,16,0.94419,1.86159,16.9179,0.302962,4.88246e+06
L18_SEED_2_CONTROL,104,b15_AFTER_FFN,16,0.913726,2.7661,10.591,0.0933222,4.01886e+06
L18_SEED_2_CONTROL,105,b16_NORM1,16,0.910399,2.94654,10.1605,0.101974,3.28753e+15
L18_SEED_2_CONTROL,106,b16_CTX,16,0.697395,1.53101,2.30464,0.216576,7.38621e+06
L18_SEED_2_CONTROL,107,b16_ATT_UPDATE,16,0.714277,1.18364,2.49989,0.191043,3.67704e+09
L18_SEED_2_CONTROL,108,b16_AFTER_ATTN,16,0.905793,2.8624,9.61487,0.0979751,4.1397e+06
L18_SEED_2_CONTROL,109,b16_NORM2,16,0.90576,2.85979,9.61118,0.115443,6.81747e+15
L18_SEED_2_CONTROL,110,b16_FFN_UPDATE,16,0.906487,1.8404,9.69371,0.425859,1.044e+06
L18_SEED_2_CONTROL,111,b16_AFTER_FFN,16,0.906988,2.80057,9.75126,0.110755,2.51297e+06
L18_SEED_2_CONTROL,112,b16_RELU,32,0.68544,4.30651,2.17904,0.454948,inf
L18_SEED_2_CONTROL,113,b17_NORM1,16,0.90722,2.83869,9.77821,0.110173,5.98183e+15
L18_SEED_2_CONTROL,114,b17_CTX,16,0.734476,1.65591,2.76614,0.167938,3.71528e+06
L18_SEED_2_CONTROL,115,b17_ATT_UPDATE,16,0.731097,1.213,2.71882,0.17832,1.74975e+11
L18_SEED_2_CONTROL,116,b17_AFTER_ATTN,16,0.898417,2.85962,8.84418,0.114616,2.39045e+06
L18_SEED_2_CONTROL,117,b17_NORM2,16,0.894969,2.90403,8.52104,0.142472,6.25006e+15
L18_SEED_2_CONTROL,118,b17_FFN_UPDATE,16,0.874324,2.31744,6.95698,0.519535,576535
L18_SEED_2_CONTROL,119,b17_AFTER_FFN,16,0.896391,2.8723,8.6517,0.136789,1.89406e+06
