configuration_id,src_tap,dst_tap,pair_kind,variant,src_probe_dev_tf_exact,transfer_dev_tf_exact,delta_vs_src,dst_probe_dev_tf_exact,delta_vs_dst
L19_SEED_4,b07_AFTER_ATTN,b07_AFTER_FFN,coarse,raw,120,109,-11,120,-11
L19_SEED_4,b07_AFTER_FFN,b08_NORM1,fine,raw,120,100,-20,130,-30
L19_SEED_4,b07_AFTER_FFN,b08_AFTER_ATTN,coarse,norm,120,109,-11,120,-11
L19_SEED_4,b07_AFTER_FFN,b08_AFTER_ATTN,coarse,raw,120,108,-12,120,-12
L19_SEED_4,b08_NORM1,b08_ATT_UPDATE,fine,raw,130,16,-114,49,-33
L19_SEED_4,b08_ATT_UPDATE,b08_AFTER_ATTN,fine,raw,49,24,-25,120,-96
L19_SEED_4,b08_AFTER_ATTN,b08_NORM2,fine,raw,120,100,-20,129,-29
L19_SEED_4,b08_AFTER_ATTN,b08_AFTER_FFN,coarse,norm,120,125,5,126,-1
L19_SEED_4,b08_AFTER_ATTN,b08_AFTER_FFN,coarse,raw,120,124,4,126,-2
L19_SEED_4,b08_NORM2,b08_FFN_UPDATE,fine,raw,129,43,-86,125,-82
L19_SEED_4,b08_FFN_UPDATE,b08_AFTER_FFN,fine,raw,125,83,-42,126,-43
L19_SEED_4,b08_AFTER_FFN,b09_AFTER_ATTN,coarse,norm,126,104,-22,118,-14
L19_SEED_4,b08_AFTER_FFN,b09_AFTER_ATTN,coarse,raw,126,108,-18,118,-10
L19_SEED_4,b09_AFTER_ATTN,b09_AFTER_FFN,coarse,norm,118,118,0,119,-1
L19_SEED_4,b09_AFTER_ATTN,b09_AFTER_FFN,coarse,raw,118,124,6,119,5
L19_SEED_4,b09_AFTER_FFN,b10_AFTER_ATTN,coarse,norm,119,106,-13,117,-11
L19_SEED_4,b09_AFTER_FFN,b10_AFTER_ATTN,coarse,raw,119,105,-14,117,-12
L19_SEED_4,b10_AFTER_ATTN,b10_AFTER_FFN,coarse,norm,117,122,5,117,5
L19_SEED_4,b10_AFTER_ATTN,b10_AFTER_FFN,coarse,raw,117,110,-7,117,-7
L19_SEED_4,b10_AFTER_FFN,b11_AFTER_ATTN,coarse,norm,117,97,-20,112,-15
L19_SEED_4,b10_AFTER_FFN,b11_AFTER_ATTN,coarse,raw,117,100,-17,112,-12
L19_SEED_4,b11_AFTER_ATTN,b11_AFTER_FFN,coarse,norm,112,113,1,112,1
L19_SEED_4,b11_AFTER_ATTN,b11_AFTER_FFN,coarse,raw,112,113,1,112,1
L19_SEED_4,b11_AFTER_FFN,b12_NORM1,fine,raw,112,43,-69,125,-82
L19_SEED_4,b11_AFTER_FFN,b12_AFTER_ATTN,coarse,norm,112,104,-8,102,2
L19_SEED_4,b11_AFTER_FFN,b12_AFTER_ATTN,coarse,raw,112,93,-19,102,-9
L19_SEED_4,b12_NORM1,b12_ATT_UPDATE,fine,raw,125,24,-101,47,-23
L19_SEED_4,b12_ATT_UPDATE,b12_AFTER_ATTN,fine,raw,47,46,-1,102,-56
L19_SEED_4,b12_AFTER_ATTN,b12_NORM2,fine,raw,102,47,-55,114,-67
L19_SEED_4,b12_AFTER_ATTN,b12_AFTER_FFN,coarse,norm,102,110,8,110,0
L19_SEED_4,b12_AFTER_ATTN,b12_AFTER_FFN,coarse,raw,102,106,4,110,-4
L19_SEED_4,b12_NORM2,b12_FFN_UPDATE,fine,raw,114,37,-77,99,-62
L19_SEED_4,b12_FFN_UPDATE,b12_AFTER_FFN,fine,raw,99,65,-34,110,-45
L19_SEED_4,b12_AFTER_FFN,b13_AFTER_ATTN,coarse,norm,110,96,-14,104,-8
L19_SEED_4,b12_AFTER_FFN,b13_AFTER_ATTN,coarse,raw,110,92,-18,104,-12
L19_SEED_4,b13_AFTER_ATTN,b13_AFTER_FFN,coarse,norm,104,103,-1,103,0
L19_SEED_4,b13_AFTER_ATTN,b13_AFTER_FFN,coarse,raw,104,105,1,103,2
L19_SEED_4,b13_AFTER_FFN,b14_AFTER_ATTN,coarse,norm,103,101,-2,102,-1
L19_SEED_4,b13_AFTER_FFN,b14_AFTER_ATTN,coarse,raw,103,101,-2,102,-1
L19_SEED_4,b14_AFTER_ATTN,b14_AFTER_FFN,coarse,norm,102,102,0,102,0
L19_SEED_4,b14_AFTER_ATTN,b14_AFTER_FFN,coarse,raw,102,102,0,102,0
L19_SEED_4,b14_AFTER_FFN,b15_AFTER_ATTN,coarse,norm,102,97,-5,104,-7
L19_SEED_4,b14_AFTER_FFN,b15_AFTER_ATTN,coarse,raw,102,96,-6,104,-8
L19_SEED_4,b15_AFTER_ATTN,b15_AFTER_FFN,coarse,norm,104,102,-2,102,0
L19_SEED_4,b15_AFTER_ATTN,b15_AFTER_FFN,coarse,raw,104,96,-8,102,-6
L19_SEED_4,b15_AFTER_FFN,b16_NORM1,fine,raw,102,18,-84,112,-94
L19_SEED_4,b15_AFTER_FFN,b16_AFTER_ATTN,coarse,norm,102,95,-7,101,-6
L19_SEED_4,b15_AFTER_FFN,b16_AFTER_ATTN,coarse,raw,102,77,-25,101,-24
L19_SEED_4,b16_NORM1,b16_ATT_UPDATE,fine,raw,112,22,-90,52,-30
L19_SEED_4,b16_ATT_UPDATE,b16_AFTER_ATTN,fine,raw,52,42,-10,101,-59
L19_SEED_4,b16_AFTER_ATTN,b16_NORM2,fine,raw,101,18,-83,108,-90
L19_SEED_4,b16_AFTER_ATTN,b16_AFTER_FFN,coarse,norm,101,100,-1,100,0
L19_SEED_4,b16_AFTER_ATTN,b16_AFTER_FFN,coarse,raw,101,95,-6,100,-5
L19_SEED_4,b16_NORM2,b16_FFN_UPDATE,fine,raw,108,52,-56,92,-40
L19_SEED_4,b16_FFN_UPDATE,b16_AFTER_FFN,fine,raw,92,54,-38,100,-46
L19_SEED_4,b16_AFTER_FFN,b17_AFTER_ATTN,coarse,norm,100,94,-6,95,-1
L19_SEED_4,b16_AFTER_FFN,b17_AFTER_ATTN,coarse,raw,100,83,-17,95,-12
L19_SEED_4,b17_AFTER_ATTN,b17_AFTER_FFN,coarse,norm,95,94,-1,94,0
L19_SEED_4,b17_AFTER_ATTN,b17_AFTER_FFN,coarse,raw,95,93,-2,94,-1
L19_SEED_4,b17_AFTER_FFN,b18_NORM1,fine,raw,94,17,-77,100,-83
L19_SEED_4,b17_AFTER_FFN,b18_AFTER_ATTN,coarse,norm,94,92,-2,93,-1
L19_SEED_4,b17_AFTER_FFN,b18_AFTER_ATTN,coarse,raw,94,93,-1,93,0
L19_SEED_4,b18_NORM1,b18_ATT_UPDATE,fine,raw,100,28,-72,29,-1
L19_SEED_4,b18_ATT_UPDATE,b18_AFTER_ATTN,fine,raw,29,31,2,93,-62
L19_SEED_4,b18_AFTER_ATTN,b18_NORM2,fine,raw,93,17,-76,95,-78
L19_SEED_4,b18_AFTER_ATTN,b18_AFTER_FFN,coarse,norm,93,92,-1,92,0
L19_SEED_4,b18_AFTER_ATTN,b18_AFTER_FFN,coarse,raw,93,93,0,92,1
L19_SEED_4,b18_NORM2,b18_FFN_UPDATE,fine,raw,95,26,-69,91,-65
L19_SEED_4,b18_FFN_UPDATE,b18_AFTER_FFN,fine,raw,91,47,-44,92,-45
L18_SEED_2_CONTROL,EMBEDDING,b00_AFTER_ATTN,coarse,norm,144,133,-11,135,-2
L18_SEED_2_CONTROL,EMBEDDING,b00_AFTER_ATTN,coarse,raw,144,133,-11,135,-2
L18_SEED_2_CONTROL,b00_AFTER_ATTN,b00_AFTER_FFN,coarse,norm,135,114,-21,134,-20
L18_SEED_2_CONTROL,b00_AFTER_ATTN,b00_AFTER_FFN,coarse,raw,135,104,-31,134,-30
L18_SEED_2_CONTROL,b00_AFTER_FFN,b01_NORM1,fine,raw,134,118,-16,136,-18
L18_SEED_2_CONTROL,b00_AFTER_FFN,b01_AFTER_ATTN,coarse,norm,134,108,-26,133,-25
L18_SEED_2_CONTROL,b00_AFTER_FFN,b01_AFTER_ATTN,coarse,raw,134,107,-27,133,-26
L18_SEED_2_CONTROL,b01_NORM1,b01_ATT_UPDATE,fine,raw,136,15,-121,75,-60
L18_SEED_2_CONTROL,b01_ATT_UPDATE,b01_AFTER_ATTN,fine,raw,75,50,-25,133,-83
L18_SEED_2_CONTROL,b01_AFTER_ATTN,b01_NORM2,fine,raw,133,119,-14,136,-17
L18_SEED_2_CONTROL,b01_AFTER_ATTN,b01_AFTER_FFN,coarse,norm,133,117,-16,137,-20
L18_SEED_2_CONTROL,b01_AFTER_ATTN,b01_AFTER_FFN,coarse,raw,133,115,-18,137,-22
L18_SEED_2_CONTROL,b01_NORM2,b01_FFN_UPDATE,fine,raw,136,65,-71,138,-73
L18_SEED_2_CONTROL,b01_FFN_UPDATE,b01_AFTER_FFN,fine,raw,138,102,-36,137,-35
L18_SEED_2_CONTROL,b01_AFTER_FFN,b02_AFTER_ATTN,coarse,norm,137,110,-27,116,-6
L18_SEED_2_CONTROL,b01_AFTER_FFN,b02_AFTER_ATTN,coarse,raw,137,115,-22,116,-1
L18_SEED_2_CONTROL,b02_AFTER_ATTN,b02_AFTER_FFN,coarse,norm,116,122,6,118,4
L18_SEED_2_CONTROL,b02_AFTER_ATTN,b02_AFTER_FFN,coarse,raw,116,118,2,118,0
L18_SEED_2_CONTROL,b02_AFTER_FFN,b03_AFTER_ATTN,coarse,norm,118,104,-14,117,-13
L18_SEED_2_CONTROL,b02_AFTER_FFN,b03_AFTER_ATTN,coarse,raw,118,104,-14,117,-13
L18_SEED_2_CONTROL,b03_AFTER_ATTN,b03_AFTER_FFN,coarse,norm,117,128,11,117,11
L18_SEED_2_CONTROL,b03_AFTER_ATTN,b03_AFTER_FFN,coarse,raw,117,115,-2,117,-2
L18_SEED_2_CONTROL,b03_AFTER_FFN,b04_NORM1,fine,raw,117,117,0,132,-15
L18_SEED_2_CONTROL,b03_AFTER_FFN,b04_AFTER_ATTN,coarse,norm,117,103,-14,103,0
L18_SEED_2_CONTROL,b03_AFTER_FFN,b04_AFTER_ATTN,coarse,raw,117,102,-15,103,-1
L18_SEED_2_CONTROL,b04_NORM1,b04_ATT_UPDATE,fine,raw,132,31,-101,42,-11
L18_SEED_2_CONTROL,b04_ATT_UPDATE,b04_AFTER_ATTN,fine,raw,42,39,-3,103,-64
L18_SEED_2_CONTROL,b04_AFTER_ATTN,b04_NORM2,fine,raw,103,109,6,128,-19
L18_SEED_2_CONTROL,b04_AFTER_ATTN,b04_AFTER_FFN,coarse,norm,103,116,13,103,13
L18_SEED_2_CONTROL,b04_AFTER_ATTN,b04_AFTER_FFN,coarse,raw,103,115,12,103,12
L18_SEED_2_CONTROL,b04_NORM2,b04_FFN_UPDATE,fine,raw,128,52,-76,137,-85
L18_SEED_2_CONTROL,b04_FFN_UPDATE,b04_AFTER_FFN,fine,raw,137,116,-21,103,13
L18_SEED_2_CONTROL,b04_AFTER_FFN,b05_AFTER_ATTN,coarse,norm,103,101,-2,103,-2
L18_SEED_2_CONTROL,b04_AFTER_FFN,b05_AFTER_ATTN,coarse,raw,103,102,-1,103,-1
L18_SEED_2_CONTROL,b05_AFTER_ATTN,b05_AFTER_FFN,coarse,norm,103,91,-12,102,-11
L18_SEED_2_CONTROL,b05_AFTER_ATTN,b05_AFTER_FFN,coarse,raw,103,105,2,102,3
L18_SEED_2_CONTROL,b05_AFTER_FFN,b06_AFTER_ATTN,coarse,norm,102,100,-2,93,7
L18_SEED_2_CONTROL,b05_AFTER_FFN,b06_AFTER_ATTN,coarse,raw,102,100,-2,93,7
L18_SEED_2_CONTROL,b06_AFTER_ATTN,b06_AFTER_FFN,coarse,norm,93,101,8,96,5
L18_SEED_2_CONTROL,b06_AFTER_ATTN,b06_AFTER_FFN,coarse,raw,93,111,18,96,15
L18_SEED_2_CONTROL,b06_AFTER_FFN,b07_AFTER_ATTN,coarse,norm,96,101,5,92,9
L18_SEED_2_CONTROL,b06_AFTER_FFN,b07_AFTER_ATTN,coarse,raw,96,94,-2,92,2
L18_SEED_2_CONTROL,b07_AFTER_ATTN,b07_AFTER_FFN,coarse,norm,92,92,0,92,0
L18_SEED_2_CONTROL,b07_AFTER_ATTN,b07_AFTER_FFN,coarse,raw,92,102,10,92,10
L18_SEED_2_CONTROL,b07_AFTER_FFN,b08_NORM1,fine,raw,92,60,-32,110,-50
L18_SEED_2_CONTROL,b07_AFTER_FFN,b08_AFTER_ATTN,coarse,norm,92,90,-2,91,-1
L18_SEED_2_CONTROL,b07_AFTER_FFN,b08_AFTER_ATTN,coarse,raw,92,90,-2,91,-1
L18_SEED_2_CONTROL,b08_NORM1,b08_ATT_UPDATE,fine,raw,110,15,-95,40,-25
L18_SEED_2_CONTROL,b08_ATT_UPDATE,b08_AFTER_ATTN,fine,raw,40,25,-15,91,-66
L18_SEED_2_CONTROL,b08_AFTER_ATTN,b08_NORM2,fine,raw,91,60,-31,109,-49
L18_SEED_2_CONTROL,b08_AFTER_ATTN,b08_AFTER_FFN,coarse,norm,91,99,8,91,8
L18_SEED_2_CONTROL,b08_AFTER_ATTN,b08_AFTER_FFN,coarse,raw,91,110,19,91,19
L18_SEED_2_CONTROL,b08_NORM2,b08_FFN_UPDATE,fine,raw,109,61,-48,119,-58
L18_SEED_2_CONTROL,b08_FFN_UPDATE,b08_AFTER_FFN,fine,raw,119,99,-20,91,8
L18_SEED_2_CONTROL,b08_AFTER_FFN,b09_AFTER_ATTN,coarse,norm,91,88,-3,91,-3
L18_SEED_2_CONTROL,b08_AFTER_FFN,b09_AFTER_ATTN,coarse,raw,91,88,-3,91,-3
L18_SEED_2_CONTROL,b09_AFTER_ATTN,b09_AFTER_FFN,coarse,norm,91,97,6,91,6
L18_SEED_2_CONTROL,b09_AFTER_ATTN,b09_AFTER_FFN,coarse,raw,91,108,17,91,17
L18_SEED_2_CONTROL,b09_AFTER_FFN,b10_AFTER_ATTN,coarse,norm,91,91,0,92,-1
L18_SEED_2_CONTROL,b09_AFTER_FFN,b10_AFTER_ATTN,coarse,raw,91,92,1,92,0
L18_SEED_2_CONTROL,b10_AFTER_ATTN,b10_AFTER_FFN,coarse,norm,92,93,1,97,-4
L18_SEED_2_CONTROL,b10_AFTER_ATTN,b10_AFTER_FFN,coarse,raw,92,92,0,97,-5
L18_SEED_2_CONTROL,b10_AFTER_FFN,b11_AFTER_ATTN,coarse,norm,97,96,-1,92,4
L18_SEED_2_CONTROL,b10_AFTER_FFN,b11_AFTER_ATTN,coarse,raw,97,91,-6,92,-1
L18_SEED_2_CONTROL,b11_AFTER_ATTN,b11_AFTER_FFN,coarse,norm,92,91,-1,92,-1
L18_SEED_2_CONTROL,b11_AFTER_ATTN,b11_AFTER_FFN,coarse,raw,92,104,12,92,12
L18_SEED_2_CONTROL,b11_AFTER_FFN,b12_NORM1,fine,raw,92,35,-57,110,-75
L18_SEED_2_CONTROL,b11_AFTER_FFN,b12_AFTER_ATTN,coarse,norm,92,96,4,92,4
L18_SEED_2_CONTROL,b11_AFTER_FFN,b12_AFTER_ATTN,coarse,raw,92,93,1,92,1
L18_SEED_2_CONTROL,b12_NORM1,b12_ATT_UPDATE,fine,raw,110,24,-86,20,4
L18_SEED_2_CONTROL,b12_ATT_UPDATE,b12_AFTER_ATTN,fine,raw,20,26,6,92,-66
L18_SEED_2_CONTROL,b12_AFTER_ATTN,b12_NORM2,fine,raw,92,36,-56,108,-72
L18_SEED_2_CONTROL,b12_AFTER_ATTN,b12_AFTER_FFN,coarse,norm,92,90,-2,95,-5
L18_SEED_2_CONTROL,b12_AFTER_ATTN,b12_AFTER_FFN,coarse,raw,92,107,15,95,12
L18_SEED_2_CONTROL,b12_NORM2,b12_FFN_UPDATE,fine,raw,108,37,-71,89,-52
L18_SEED_2_CONTROL,b12_FFN_UPDATE,b12_AFTER_FFN,fine,raw,89,91,2,95,-4
L18_SEED_2_CONTROL,b12_AFTER_FFN,b13_AFTER_ATTN,coarse,norm,95,90,-5,89,1
L18_SEED_2_CONTROL,b12_AFTER_FFN,b13_AFTER_ATTN,coarse,raw,95,101,6,89,12
L18_SEED_2_CONTROL,b13_AFTER_ATTN,b13_AFTER_FFN,coarse,norm,89,97,8,91,6
L18_SEED_2_CONTROL,b13_AFTER_ATTN,b13_AFTER_FFN,coarse,raw,89,96,7,91,5
L18_SEED_2_CONTROL,b13_AFTER_FFN,b14_AFTER_ATTN,coarse,norm,91,82,-9,84,-2
L18_SEED_2_CONTROL,b13_AFTER_FFN,b14_AFTER_ATTN,coarse,raw,91,84,-7,84,0
L18_SEED_2_CONTROL,b14_AFTER_ATTN,b14_AFTER_FFN,coarse,norm,84,82,-2,82,0
L18_SEED_2_CONTROL,b14_AFTER_ATTN,b14_AFTER_FFN,coarse,raw,84,83,-1,82,1
L18_SEED_2_CONTROL,b14_AFTER_FFN,b15_AFTER_ATTN,coarse,norm,82,78,-4,80,-2
L18_SEED_2_CONTROL,b14_AFTER_FFN,b15_AFTER_ATTN,coarse,raw,82,90,8,80,10
L18_SEED_2_CONTROL,b15_AFTER_ATTN,b15_AFTER_FFN,coarse,norm,80,83,3,80,3
L18_SEED_2_CONTROL,b15_AFTER_ATTN,b15_AFTER_FFN,coarse,raw,80,91,11,80,11
L18_SEED_2_CONTROL,b15_AFTER_FFN,b16_NORM1,fine,raw,80,12,-68,92,-80
L18_SEED_2_CONTROL,b15_AFTER_FFN,b16_AFTER_ATTN,coarse,norm,80,78,-2,81,-3
L18_SEED_2_CONTROL,b15_AFTER_FFN,b16_AFTER_ATTN,coarse,raw,80,89,9,81,8
L18_SEED_2_CONTROL,b16_NORM1,b16_ATT_UPDATE,fine,raw,92,30,-62,9,21
L18_SEED_2_CONTROL,b16_ATT_UPDATE,b16_AFTER_ATTN,fine,raw,9,27,18,81,-54
L18_SEED_2_CONTROL,b16_AFTER_ATTN,b16_NORM2,fine,raw,81,12,-69,91,-79
L18_SEED_2_CONTROL,b16_AFTER_ATTN,b16_AFTER_FFN,coarse,norm,81,81,0,81,0
L18_SEED_2_CONTROL,b16_AFTER_ATTN,b16_AFTER_FFN,coarse,raw,81,94,13,81,13
L18_SEED_2_CONTROL,b16_NORM2,b16_FFN_UPDATE,fine,raw,91,33,-58,83,-50
L18_SEED_2_CONTROL,b16_FFN_UPDATE,b16_AFTER_FFN,fine,raw,83,54,-29,81,-27
L18_SEED_2_CONTROL,b16_AFTER_FFN,b17_NORM1,fine,raw,81,12,-69,92,-80
L18_SEED_2_CONTROL,b16_AFTER_FFN,b17_AFTER_ATTN,coarse,norm,81,91,10,78,13
L18_SEED_2_CONTROL,b16_AFTER_FFN,b17_AFTER_ATTN,coarse,raw,81,91,10,78,13
L18_SEED_2_CONTROL,b17_NORM1,b17_ATT_UPDATE,fine,raw,92,34,-58,24,10
L18_SEED_2_CONTROL,b17_ATT_UPDATE,b17_AFTER_ATTN,fine,raw,24,26,2,78,-52
L18_SEED_2_CONTROL,b17_AFTER_ATTN,b17_NORM2,fine,raw,78,12,-66,95,-83
L18_SEED_2_CONTROL,b17_AFTER_ATTN,b17_AFTER_FFN,coarse,norm,78,78,0,78,0
L18_SEED_2_CONTROL,b17_AFTER_ATTN,b17_AFTER_FFN,coarse,raw,78,92,14,78,14
L18_SEED_2_CONTROL,b17_NORM2,b17_FFN_UPDATE,fine,raw,95,42,-53,75,-33
L18_SEED_2_CONTROL,b17_FFN_UPDATE,b17_AFTER_FFN,fine,raw,75,72,-3,78,-6
