configuration_id,tap_id,tap_name,kind,block,dim,selected_step,finite,train_tf_token_exact,cal_tf_token_exact,dev_tf_token_exact,dev_tf_mean_rank,dev_tf_mean_nll,dev_tf_mean_margin,dev_tf_margin_q10,dev_tf_top2,dev_tf_top3
L19_SEED_2,45,b06_FFN_UPDATE,FFN_UPDATE,6,16,200,true,30,109,111,1.30555555556,0.631794665061,0.961817357243,-1.52218485848,137,142
L19_SEED_2,46,b06_AFTER_FFN,AFTER_FFN,6,16,150,true,32,100,102,1.32638888889,0.65377488421,1.16291444503,-2.21031902054,140,143
L19_SEED_2,47,b07_NORM1,NORM1,7,16,125,true,30,116,121,1.21527777778,0.649622094508,1.22744003003,-2.41814019378,139,141
L19_SEED_2,48,b07_ATT_UPDATE,ATT_UPDATE,7,16,25,true,24,26,24,6.15277777778,2.56459978344,-1.14660605149,-4.76677636355,72,83
L19_SEED_2,49,b07_AFTER_ATTN,AFTER_ATTN,7,16,125,true,32,91,94,1.38888888889,0.726958924441,0.962768511841,-2.35531329041,139,143
L19_SEED_2,50,b07_NORM2,NORM2,7,16,100,true,30,107,112,1.28472222222,0.716411070284,1.03186575172,-2.52592501718,138,141
L19_SEED_2,51,b07_FFN_UPDATE,FFN_UPDATE,7,16,125,true,28,126,127,1.20833333333,0.582606054037,1.14545743544,-1.35525276937,134,141
L19_SEED_2,52,b07_AFTER_FFN,AFTER_FFN,7,16,125,true,31,95,99,1.35416666667,0.711951425726,0.97674091997,-2.28353107833,139,143
L19_SEED_2,53,b08_NORM1,NORM1,8,16,100,true,30,102,107,1.33333333333,0.732391903821,0.986056515248,-2.52367638828,137,140
L19_SEED_2,54,b08_CTX,CTX,8,16,50,true,28,53,50,6.95833333333,2.7249986673,-1.4277329812,-7.50323142089,83,88
L19_SEED_2,55,b08_ATT_UPDATE,ATT_UPDATE,8,16,50,true,28,32,31,7.09027777778,2.78651664646,-1.46056828604,-7.56010807191,75,90
L19_SEED_2,56,b08_AFTER_ATTN,AFTER_ATTN,8,16,100,true,31,89,94,1.46527777778,0.820655752391,0.777648352735,-2.57124464156,131,142
L19_SEED_2,57,b08_NORM2,NORM2,8,16,100,true,30,100,105,1.42361111111,0.82946370801,0.864103500203,-2.91964392924,129,138
L19_SEED_2,58,b08_FFN_UPDATE,FFN_UPDATE,8,16,250,true,29,115,115,1.45833333333,0.692117700096,1.03835740137,-2.52916218724,139,141
L19_SEED_2,59,b08_AFTER_FFN,AFTER_FFN,8,16,125,true,31,88,94,1.46527777778,0.806468190675,0.821123538334,-2.63674419307,131,142
L19_SEED_2,60,b08_RELU,RELU,8,32,25,true,23,32,25,4.1875,2.1313535889,-1.21204961559,-5.25811555691,102,114
L19_SEED_2,61,b09_NORM1,NORM1,9,16,100,true,30,99,105,1.42361111111,0.828679006332,0.821511061605,-2.89491609179,130,137
L19_SEED_2,62,b09_ATT_UPDATE,ATT_UPDATE,9,16,50,true,31,44,59,3.875,2.03380672152,-0.792011412581,-4.76342259607,91,101
L19_SEED_2,63,b09_AFTER_ATTN,AFTER_ATTN,9,16,100,true,30,98,105,1.40972222222,0.853006088048,0.695798089573,-2.71929467305,129,141
L19_SEED_2,64,b09_NORM2,NORM2,9,16,100,true,30,100,104,1.42361111111,0.865972789147,0.781805945984,-3.10456873409,130,138
L19_SEED_2,65,b09_FFN_UPDATE,FFN_UPDATE,9,16,200,true,30,104,107,1.5625,0.736978197942,0.886283910172,-2.33039493889,133,141
L19_SEED_2,66,b09_AFTER_FFN,AFTER_FFN,9,16,125,true,31,87,94,1.47222222222,0.843786635788,0.728698431157,-2.84509848735,131,141
L19_SEED_2,67,b10_NORM1,NORM1,10,16,100,true,30,100,104,1.43055555556,0.854936810838,0.764644252827,-2.98545123751,129,138
L19_SEED_2,68,b10_ATT_UPDATE,ATT_UPDATE,10,16,50,true,30,42,43,4.64583333333,2.07106520564,-0.812316625764,-5.54059012189,96,101
L19_SEED_2,69,b10_AFTER_ATTN,AFTER_ATTN,10,16,100,true,30,97,102,1.45138888889,0.905743370998,0.596312150477,-2.91007749019,128,139
L19_SEED_2,70,b10_NORM2,NORM2,10,16,75,true,30,97,106,1.4375,0.923242853609,0.652885645109,-3.01525721042,128,137
L19_SEED_2,71,b10_FFN_UPDATE,FFN_UPDATE,10,16,125,true,29,102,108,1.36805555556,0.711182389871,0.883149646321,-1.74425115624,134,141
L19_SEED_2,72,b10_AFTER_FFN,AFTER_FFN,10,16,100,true,30,98,102,1.45833333333,0.897754112083,0.606215086237,-2.8993698118,128,138
L19_SEED_2,73,b11_NORM1,NORM1,11,16,75,true,30,97,106,1.48611111111,0.93149987199,0.631295396562,-3.13430278708,128,130
L19_SEED_2,74,b11_ATT_UPDATE,ATT_UPDATE,11,16,25,true,18,22,26,7.625,2.8343822625,-1.43529122449,-6.0505656858,70,88
L19_SEED_2,75,b11_AFTER_ATTN,AFTER_ATTN,11,16,100,true,31,85,92,1.61805555556,0.985050643951,0.54196726917,-3.57259141055,127,131
L19_SEED_2,76,b11_NORM2,NORM2,11,16,75,true,30,97,106,1.5,0.960688206641,0.6331371884,-3.41223518484,128,130
L19_SEED_2,77,b11_FFN_UPDATE,FFN_UPDATE,11,16,100,true,29,107,111,1.36805555556,0.825293507677,0.715674480622,-2.0675639784,129,142
L19_SEED_2,78,b11_AFTER_FFN,AFTER_FFN,11,16,100,true,30,97,103,1.53472222222,0.977396267736,0.534996648094,-3.57343350998,128,131
L19_SEED_2,79,b12_NORM1,NORM1,12,16,75,true,30,94,103,1.52777777778,0.970068594434,0.63103703776,-3.53224174953,128,130
L19_SEED_2,80,b12_CTX,CTX,12,16,25,true,23,41,43,4.97916666667,2.34597823507,-0.823595970632,-3.93012258517,76,89
L19_SEED_2,81,b12_ATT_UPDATE,ATT_UPDATE,12,16,25,true,23,25,28,6.07638888889,2.47490844038,-0.871160223232,-3.93027464689,57,68
L19_SEED_2,82,b12_AFTER_ATTN,AFTER_ATTN,12,16,100,true,30,98,102,1.56944444444,1.00807056632,0.481189325604,-3.61294883468,127,131
L19_SEED_2,83,b12_NORM2,NORM2,12,16,75,true,30,91,101,1.54861111111,0.99438098953,0.594884334286,-3.5501015886,127,129
L19_SEED_2,84,b12_FFN_UPDATE,FFN_UPDATE,12,16,125,true,29,94,96,1.86111111111,1.00925564853,0.517054141397,-3.41487202997,123,135
L19_SEED_2,85,b12_AFTER_FFN,AFTER_FFN,12,16,100,true,30,98,102,1.48611111111,0.984803689826,0.489974675035,-3.35291388465,127,138
L19_SEED_2,86,b12_RELU,RELU,12,32,25,true,26,16,14,5.36805555556,2.50607275302,-1.49329636417,-5.29209026122,67,85
L19_SEED_2,87,b13_NORM1,NORM1,13,16,75,true,30,92,100,1.54861111111,1.00558687107,0.525968813457,-3.60819816598,128,130
L19_SEED_2,88,b13_ATT_UPDATE,ATT_UPDATE,13,16,25,true,21,11,12,6.70138888889,2.78616029359,-1.34203226561,-5.42314493485,54,77
L19_SEED_2,89,b13_AFTER_ATTN,AFTER_ATTN,13,16,100,true,31,81,87,1.64583333333,1.03673721857,0.44726522392,-3.68420702278,128,130
L19_SEED_2,90,b13_NORM2,NORM2,13,16,75,true,30,90,100,1.57638888889,1.04323023503,0.490841742335,-3.82846612232,127,129
L19_SEED_2,91,b13_FFN_UPDATE,FFN_UPDATE,13,16,125,true,27,101,104,1.96527777778,0.946869232556,0.644273620282,-2.93822834596,124,138
L19_SEED_2,92,b13_AFTER_FFN,AFTER_FFN,13,16,100,true,30,92,98,1.56944444444,1.02498785968,0.465188150061,-3.62336110448,128,130
L19_SEED_2,93,b14_NORM1,NORM1,14,16,75,true,30,89,99,1.59027777778,1.03507602802,0.494958738049,-3.75933193818,128,129
L19_SEED_2,94,b14_ATT_UPDATE,ATT_UPDATE,14,16,25,true,22,6,5,6.76388888889,2.76385458686,-1.32425437273,-3.80559797017,53,62
L19_SEED_2,95,b14_AFTER_ATTN,AFTER_ATTN,14,16,100,true,31,80,87,1.70833333333,1.13507452488,0.356818465949,-4.36472222098,126,129
L19_SEED_2,96,b14_NORM2,NORM2,14,16,75,true,30,90,99,1.59722222222,1.10575465269,0.415787673218,-4.15786550356,126,130
L19_SEED_2,97,b14_FFN_UPDATE,FFN_UPDATE,14,16,100,true,29,89,90,2.61111111111,1.29746748626,0.115816815765,-4.98632555781,121,129
L19_SEED_2,98,b14_AFTER_FFN,AFTER_FFN,14,16,100,true,31,79,88,1.67361111111,1.11756401057,0.359798036188,-4.17154429757,127,129
L19_SEED_2,99,b15_NORM1,NORM1,15,16,75,true,29,89,100,1.61805555556,1.12721171602,0.374300905677,-4.34695484068,126,129
L19_SEED_2,100,b15_ATT_UPDATE,ATT_UPDATE,15,16,25,true,16,25,26,6.51388888889,2.65472817668,-1.09341805356,-4.53461031703,51,79
L19_SEED_2,101,b15_AFTER_ATTN,AFTER_ATTN,15,16,100,true,31,78,88,1.70138888889,1.13956527826,0.333973107594,-4.13205212862,126,130
L19_SEED_2,102,b15_NORM2,NORM2,15,16,75,true,29,88,97,1.69444444444,1.18502710684,0.284275406397,-4.39674841187,125,128
L19_SEED_2,103,b15_FFN_UPDATE,FFN_UPDATE,15,16,100,true,29,78,84,1.96527777778,1.22459489734,0.069552786661,-3.14878852473,117,130
L19_SEED_2,104,b15_AFTER_FFN,AFTER_FFN,15,16,100,true,31,78,87,1.70833333333,1.13573847545,0.307391659205,-4.03130198316,126,130
L19_SEED_2,105,b16_NORM1,NORM1,16,16,75,true,29,88,97,1.86111111111,1.2052282055,0.243162351189,-4.5402837643,125,128
L19_SEED_2,106,b16_CTX,CTX,16,16,25,true,24,14,18,7.22222222222,2.94340317535,-1.51426545235,-5.72385250993,60,70
L19_SEED_2,107,b16_ATT_UPDATE,ATT_UPDATE,16,16,25,true,22,7,6,8.6875,3.15867680829,-1.71948111651,-6.07160321833,51,61
L19_SEED_2,108,b16_AFTER_ATTN,AFTER_ATTN,16,16,75,true,30,74,85,1.79861111111,1.17218590872,0.222746638177,-3.59067188933,120,125
L19_SEED_2,109,b16_NORM2,NORM2,16,16,50,true,29,83,93,1.88194444444,1.26978707428,0.106251453738,-3.71531291149,120,124
L19_SEED_2,110,b16_FFN_UPDATE,FFN_UPDATE,16,16,75,true,30,64,77,2.09027777778,1.34675830984,-0.103675265127,-3.4196932889,116,123
L19_SEED_2,111,b16_AFTER_FFN,AFTER_FFN,16,16,100,true,31,77,86,1.70833333333,1.14043268989,0.280914790722,-3.77533536381,126,130
L19_SEED_2,112,b16_RELU,RELU,16,32,25,true,25,11,12,6.45833333333,2.94386861631,-1.96566381696,-6.38555323294,71,78
L19_SEED_2,113,b17_NORM1,NORM1,17,16,50,true,29,84,94,1.89583333333,1.27223309729,0.10438423689,-3.64080698064,119,124
L19_SEED_2,114,b17_ATT_UPDATE,ATT_UPDATE,17,16,25,true,16,24,27,7.75,2.8749345969,-1.37595709431,-4.71563132517,42,58
L19_SEED_2,115,b17_AFTER_ATTN,AFTER_ATTN,17,16,75,true,29,85,93,1.77777777778,1.2185211518,0.118005234592,-3.53216435912,118,125
L19_SEED_2,116,b17_NORM2,NORM2,17,16,50,true,29,83,91,1.96527777778,1.31499059186,0.0156075086954,-3.71282719659,119,122
L19_SEED_2,117,b17_FFN_UPDATE,FFN_UPDATE,17,16,50,true,29,50,55,4.01388888889,2.01656843206,-0.945905050978,-6.81555819734,96,116
L19_SEED_2,118,b17_AFTER_FFN,AFTER_FFN,17,16,75,true,29,84,91,1.79166666667,1.23040143474,0.0943777941286,-3.52413634954,118,126
L19_SEED_2,119,b18_NORM1,NORM1,18,16,50,true,29,83,93,1.89583333333,1.32324289685,-0.00057771062626,-3.65497061023,119,122
L19_SEED_2,120,b18_CTX,CTX,18,16,25,true,24,19,21,7.68055555556,2.97412253176,-1.47066549845,-6.08407912158,53,72
L19_SEED_2,121,b18_ATT_UPDATE,ATT_UPDATE,18,16,0,true,3,18,17,16.1458333333,3.52113941477,-0.452405659728,-1.42691917505,17,21
L19_SEED_2,122,b18_AFTER_ATTN,AFTER_ATTN,18,16,75,true,29,76,84,2.01388888889,1.28769753395,0.0140950926789,-3.53364419228,118,124
L19_SEED_2,123,b18_NORM2,NORM2,18,16,50,true,29,82,91,2,1.37890650956,-0.0863421869608,-3.81879436831,118,121
L19_SEED_2,124,b18_FFN_UPDATE,FFN_UPDATE,18,16,50,true,28,64,69,3.20138888889,1.67690883251,-0.46021017133,-4.00615622995,98,114
L19_SEED_2,125,b18_AFTER_FFN,AFTER_FFN,18,16,75,true,29,76,84,2,1.30273535235,-0.0115042470622,-3.55880064447,118,124
L19_SEED_4,0,EMBEDDING,EMBEDDING,,16,2000,true,28,144,144,1,0.103018005071,6.27238163951,0.693252961398,144,144
L19_SEED_4,1,b00_NORM1,NORM1,0,16,2000,true,28,144,144,1,0.103040024391,6.19243194587,0.693264241629,144,144
L19_SEED_4,2,b00_ATT_UPDATE,ATT_UPDATE,0,16,125,true,30,82,82,1.96527777778,1.26994511352,0.1385809219,-3.75645645538,112,125
L19_SEED_4,3,b00_AFTER_ATTN,AFTER_ATTN,0,16,175,true,29,136,135,1.0625,0.192746005741,3.13473555991,-0.0328496201882,144,144
L19_SEED_4,4,b00_NORM2,NORM2,0,16,175,true,29,135,137,1.04861111111,0.189242029898,3.28816017455,-0.129280724188,144,144
L19_SEED_4,5,b00_FFN_UPDATE,FFN_UPDATE,0,16,400,true,29,138,139,1.03472222222,0.156798358021,3.24772823935,0.17424580724,144,144
L19_SEED_4,6,b00_AFTER_FFN,AFTER_FFN,0,16,250,true,29,137,135,1.0625,0.19737189219,3.04719587266,-0.172808985579,144,144
L19_SEED_4,7,b01_NORM1,NORM1,1,16,275,true,29,139,137,1.04861111111,0.181941073351,3.1027148713,-0.0555180926989,144,144
L19_SEED_4,8,b01_CTX,CTX,1,16,75,true,32,77,77,2.15972222222,1.29962317719,0.304287255084,-3.81899827112,123,130
L19_SEED_4,9,b01_ATT_UPDATE,ATT_UPDATE,1,16,100,true,32,77,75,2.56944444444,1.31378797249,0.357482884954,-4.3878375643,122,127
L19_SEED_4,10,b01_AFTER_ATTN,AFTER_ATTN,1,16,225,true,30,132,130,1.09722222222,0.230198955787,2.67330071706,-0.340055015864,144,144
L19_SEED_4,11,b01_NORM2,NORM2,1,16,200,true,30,132,133,1.07638888889,0.221093778852,2.6757575232,-0.230049182792,144,144
L19_SEED_4,12,b01_FFN_UPDATE,FFN_UPDATE,1,16,400,true,29,137,132,1.08333333333,0.220989680463,2.75379601997,-0.347153935366,144,144
L19_SEED_4,13,b01_AFTER_FFN,AFTER_FFN,1,16,275,true,29,137,137,1.04861111111,0.214112267442,2.65268523472,-0.01217300939,144,144
L19_SEED_4,14,b01_RELU,RELU,1,32,25,true,22,20,22,3.03472222222,1.83197184563,-0.906759566143,-4.02621785039,109,127
L19_SEED_4,15,b02_NORM1,NORM1,2,16,250,true,29,136,137,1.04861111111,0.223350693277,2.61133673428,-0.140953954474,144,144
L19_SEED_4,16,b02_ATT_UPDATE,ATT_UPDATE,2,16,75,true,32,53,60,3.03472222222,1.70420543755,-0.472321228788,-4.38976497769,98,105
L19_SEED_4,17,b02_AFTER_ATTN,AFTER_ATTN,2,16,250,true,29,136,131,1.09027777778,0.264692699381,2.59991723868,-0.447734284501,144,144
L19_SEED_4,18,b02_NORM2,NORM2,2,16,225,true,29,134,134,1.06944444444,0.242210451557,2.65098749683,-0.362862952234,144,144
L19_SEED_4,19,b02_FFN_UPDATE,FFN_UPDATE,2,16,325,true,29,135,134,1.06944444444,0.252593584976,2.68904687543,-0.645631929464,144,144
L19_SEED_4,20,b02_AFTER_FFN,AFTER_FFN,2,16,300,true,29,136,134,1.06944444444,0.241859257189,2.74481184918,-0.382544481738,144,144
L19_SEED_4,21,b03_NORM1,NORM1,3,16,325,true,29,136,133,1.07638888889,0.232777352683,2.7820462214,-0.483256634866,144,144
L19_SEED_4,22,b03_ATT_UPDATE,ATT_UPDATE,3,16,50,true,31,53,51,3.35416666667,1.91428890412,-0.701347346405,-4.3115114822,86,102
L19_SEED_4,23,b03_AFTER_ATTN,AFTER_ATTN,3,16,250,true,30,130,127,1.11805555556,0.300169827602,2.37410212732,-0.676579890758,144,144
L19_SEED_4,24,b03_NORM2,NORM2,3,16,250,true,30,128,129,1.10416666667,0.271530020666,2.44930178529,-0.618300393584,144,144
L19_SEED_4,25,b03_FFN_UPDATE,FFN_UPDATE,3,16,350,true,29,131,136,1.05555555556,0.26049916132,2.43323868279,-0.523449962977,144,144
L19_SEED_4,26,b03_AFTER_FFN,AFTER_FFN,3,16,275,true,30,130,127,1.11805555556,0.291632298687,2.37559096003,-0.735801421956,144,144
L19_SEED_4,27,b04_NORM1,NORM1,4,16,275,true,30,130,128,1.11111111111,0.264178953791,2.45795598381,-0.568093075528,144,144
L19_SEED_4,28,b04_CTX,CTX,4,16,50,true,30,62,69,2.77777777778,1.64425317202,-0.308570596752,-4.00494330083,106,123
L19_SEED_4,29,b04_ATT_UPDATE,ATT_UPDATE,4,16,75,true,30,63,71,2.1875,1.4965585912,-0.293601232876,-3.94238128637,109,118
L19_SEED_4,30,b04_AFTER_ATTN,AFTER_ATTN,4,16,250,true,30,129,124,1.13888888889,0.339249574746,2.1573548621,-1.04541148855,144,144
L19_SEED_4,31,b04_NORM2,NORM2,4,16,275,true,30,127,127,1.11805555556,0.29968904461,2.30915050394,-0.8921330721,144,144
L19_SEED_4,32,b04_FFN_UPDATE,FFN_UPDATE,4,16,250,true,29,130,136,1.0625,0.318887689252,1.94363664823,-0.805137451244,143,144
L19_SEED_4,33,b04_AFTER_FFN,AFTER_FFN,4,16,275,true,30,127,123,1.14583333333,0.337271708733,2.15876093479,-1.09818436246,144,144
L19_SEED_4,34,b04_RELU,RELU,4,32,25,true,22,21,24,3.36805555556,1.95148573795,-1.084223875,-5.09268879947,102,127
L19_SEED_4,35,b05_NORM1,NORM1,5,16,250,true,30,124,128,1.11805555556,0.29701520923,2.15423674374,-0.784309070708,143,144
L19_SEED_4,36,b05_ATT_UPDATE,ATT_UPDATE,5,16,75,true,32,61,58,2.31944444444,1.57368167023,-0.308906458905,-4.01342849049,109,117
L19_SEED_4,37,b05_AFTER_ATTN,AFTER_ATTN,5,16,225,true,30,124,121,1.16666666667,0.37418259278,1.97177711101,-1.22245746551,143,144
L19_SEED_4,38,b05_NORM2,NORM2,5,16,225,true,30,123,125,1.14583333333,0.336772195805,2.03717847721,-0.977543104345,142,144
L19_SEED_4,39,b05_FFN_UPDATE,FFN_UPDATE,5,16,250,true,30,124,127,1.11805555556,0.350554125078,1.82765833368,-0.78585434301,144,144
L19_SEED_4,40,b05_AFTER_FFN,AFTER_FFN,5,16,225,true,30,123,120,1.17361111111,0.372498719081,1.94407722692,-1.1385423122,143,144
L19_SEED_4,41,b06_NORM1,NORM1,6,16,225,true,30,122,126,1.13888888889,0.32970692291,2.02572299876,-0.857176292381,142,144
L19_SEED_4,42,b06_ATT_UPDATE,ATT_UPDATE,6,16,75,true,30,64,70,2.04861111111,1.27608963458,-0.103812792433,-2.79324079596,116,122
L19_SEED_4,43,b06_AFTER_ATTN,AFTER_ATTN,6,16,200,true,30,122,120,1.18055555556,0.407749501351,1.8288398181,-1.33134268847,142,144
L19_SEED_4,44,b06_NORM2,NORM2,6,16,200,true,30,122,124,1.15972222222,0.359867203314,1.9073512273,-0.965629131292,141,144
L19_SEED_4,45,b06_FFN_UPDATE,FFN_UPDATE,6,16,200,true,29,128,133,1.09027777778,0.364564258152,1.77133203554,-0.726784909625,142,144
L19_SEED_4,46,b06_AFTER_FFN,AFTER_FFN,6,16,200,true,30,122,121,1.17361111111,0.398880812445,1.83694088695,-1.27065034626,142,144
L19_SEED_4,47,b07_NORM1,NORM1,7,16,200,true,30,122,124,1.15972222222,0.357406097762,1.88924508689,-0.973044023085,141,144
L19_SEED_4,48,b07_ATT_UPDATE,ATT_UPDATE,7,16,75,true,31,61,57,3.40277777778,1.89539810757,-0.760484456995,-5.4632528674,92,109
L19_SEED_4,49,b07_AFTER_ATTN,AFTER_ATTN,7,16,200,true,30,123,120,1.19444444444,0.429967116964,1.79269215378,-1.53667460401,141,143
L19_SEED_4,50,b07_NORM2,NORM2,7,16,200,true,29,128,129,1.125,0.381573100281,1.88158838805,-1.18669339095,141,144
L19_SEED_4,51,b07_FFN_UPDATE,FFN_UPDATE,7,16,250,true,30,121,119,1.18055555556,0.432685072355,1.60428289881,-1.23525257921,143,144
L19_SEED_4,52,b07_AFTER_FFN,AFTER_FFN,7,16,200,true,30,123,120,1.1875,0.426543596337,1.75550478212,-1.41644052492,141,144
L19_SEED_4,53,b08_NORM1,NORM1,8,16,175,true,29,128,130,1.11111111111,0.385776006325,1.74654083443,-1.02148574263,142,144
L19_SEED_4,54,b08_CTX,CTX,8,16,50,true,31,57,51,2.92361111111,1.90683929661,-0.823806347206,-4.35284618695,96,106
L19_SEED_4,55,b08_ATT_UPDATE,ATT_UPDATE,8,16,50,true,30,53,49,3.36111111111,1.97341793271,-0.853223523772,-4.7351210773,89,113
L19_SEED_4,56,b08_AFTER_ATTN,AFTER_ATTN,8,16,175,true,30,121,120,1.1875,0.442260716773,1.67189462868,-1.47370271138,141,144
L19_SEED_4,57,b08_NORM2,NORM2,8,16,175,true,29,127,129,1.125,0.394350443846,1.78480258529,-1.16031488757,141,144
L19_SEED_4,58,b08_FFN_UPDATE,FFN_UPDATE,8,16,225,true,29,119,125,1.20833333333,0.490055571846,1.37998869837,-1.25899317753,135,142
L19_SEED_4,59,b08_AFTER_FFN,AFTER_FFN,8,16,175,true,29,127,126,1.13888888889,0.447451543853,1.61433640258,-1.4822769297,142,144
L19_SEED_4,60,b08_RELU,RELU,8,32,25,true,26,8,14,4.00694444444,2.10529158065,-1.15421225132,-5.19810175014,72,110
L19_SEED_4,61,b09_NORM1,NORM1,9,16,200,true,29,126,128,1.13194444444,0.40658613954,1.7440288677,-1.26657130756,141,144
L19_SEED_4,62,b09_ATT_UPDATE,ATT_UPDATE,9,16,75,true,31,69,64,3.36805555556,1.83525647534,-0.696693665828,-5.64422868776,98,111
L19_SEED_4,63,b09_AFTER_ATTN,AFTER_ATTN,9,16,175,true,30,119,118,1.20833333333,0.487992791017,1.53404054096,-1.69662102308,141,143
L19_SEED_4,64,b09_NORM2,NORM2,9,16,175,true,29,125,126,1.14583333333,0.428200254792,1.67137424442,-1.32164237899,141,144
L19_SEED_4,65,b09_FFN_UPDATE,FFN_UPDATE,9,16,150,true,29,117,116,1.22222222222,0.594491858445,1.03750653083,-1.66435306362,141,143
L19_SEED_4,66,b09_AFTER_FFN,AFTER_FFN,9,16,175,true,30,120,119,1.1875,0.497116285113,1.46624581381,-1.62744241146,142,144
L19_SEED_4,67,b10_NORM1,NORM1,10,16,175,true,29,125,126,1.15277777778,0.43872431793,1.58857923114,-1.24596814054,140,144
L19_SEED_4,68,b10_ATT_UPDATE,ATT_UPDATE,10,16,75,true,31,64,57,4.49305555556,2.0930731238,-1.03512073844,-6.32434064897,95,113
L19_SEED_4,69,b10_AFTER_ATTN,AFTER_ATTN,10,16,150,true,30,119,117,1.22916666667,0.546917665249,1.3938837894,-1.74165456943,139,143
L19_SEED_4,70,b10_NORM2,NORM2,10,16,150,true,29,124,125,1.16666666667,0.482284815221,1.53670124865,-1.49623839083,139,144
L19_SEED_4,71,b10_FFN_UPDATE,FFN_UPDATE,10,16,150,true,29,119,116,1.30555555556,0.686208972818,1.01722603429,-2.24854736752,136,138
L19_SEED_4,72,b10_AFTER_FFN,AFTER_FFN,10,16,150,true,30,120,117,1.22916666667,0.54964695184,1.34757107547,-1.73197694011,139,143
L19_SEED_4,73,b11_NORM1,NORM1,11,16,150,true,29,125,125,1.16666666667,0.49832403557,1.46346449377,-1.55828291882,139,144
L19_SEED_4,74,b11_ATT_UPDATE,ATT_UPDATE,11,16,25,true,19,57,56,8.66666666667,2.87541773521,-1.24177883815,-6.41949880377,84,89
L19_SEED_4,75,b11_AFTER_ATTN,AFTER_ATTN,11,16,125,true,30,119,112,1.28472222222,0.647192976632,1.24799200765,-2.08054354666,138,142
L19_SEED_4,76,b11_NORM2,NORM2,11,16,125,true,29,124,125,1.17361111111,0.571259700946,1.42037074129,-2.03124150425,138,144
L19_SEED_4,77,b11_FFN_UPDATE,FFN_UPDATE,11,16,250,true,29,115,109,1.34027777778,0.737962175742,0.861850564055,-2.70723426281,140,140
L19_SEED_4,78,b11_AFTER_FFN,AFTER_FFN,11,16,125,true,30,118,112,1.27083333333,0.619760405556,1.22546772797,-1.91946391754,139,143
L19_SEED_4,79,b12_NORM1,NORM1,12,16,125,true,29,125,125,1.17361111111,0.575733382245,1.3818818896,-2.03439325746,138,144
L19_SEED_4,80,b12_CTX,CTX,12,16,50,true,32,60,57,4.42361111111,2.15778525954,-0.914089039889,-6.02188550102,98,106
L19_SEED_4,81,b12_ATT_UPDATE,ATT_UPDATE,12,16,50,true,29,57,47,6.91666666667,2.61863500483,-1.40756503258,-7.24515732217,79,92
L19_SEED_4,82,b12_AFTER_ATTN,AFTER_ATTN,12,16,100,true,30,111,102,1.375,0.702499751087,1.06469528847,-2.06790264071,135,142
L19_SEED_4,83,b12_NORM2,NORM2,12,16,125,true,30,116,114,1.29861111111,0.640723593082,1.282457278,-2.31666825031,136,142
L19_SEED_4,84,b12_FFN_UPDATE,FFN_UPDATE,12,16,150,true,29,104,99,1.54861111111,0.955176521425,0.593091715241,-3.42270672625,123,134
L19_SEED_4,85,b12_AFTER_FFN,AFTER_FFN,12,16,125,true,30,117,110,1.32638888889,0.702577239928,1.0938546826,-2.3813397132,135,141
L19_SEED_4,86,b12_RELU,RELU,12,32,25,true,24,20,14,4.64583333333,2.3822215502,-1.43185191195,-5.09413457047,77,106
L19_SEED_4,87,b13_NORM1,NORM1,13,16,125,true,30,111,107,1.32638888889,0.65515901957,1.22595867257,-2.35588268255,137,143
L19_SEED_4,88,b13_ATT_UPDATE,ATT_UPDATE,13,16,25,true,24,40,42,6.95138888889,2.45458649643,-0.9758066117,-4.91334333394,76,93
L19_SEED_4,89,b13_AFTER_ATTN,AFTER_ATTN,13,16,100,true,30,110,104,1.42361111111,0.765784453961,0.965138645552,-2.50658446738,132,138
L19_SEED_4,90,b13_NORM2,NORM2,13,16,100,true,29,116,112,1.33333333333,0.7359728802,1.06058247047,-2.50091523826,135,140
L19_SEED_4,91,b13_FFN_UPDATE,FFN_UPDATE,13,16,125,true,29,104,98,2.00694444444,1.15557316627,0.2800141765,-4.42528977956,116,123
L19_SEED_4,92,b13_AFTER_FFN,AFTER_FFN,13,16,100,true,30,111,103,1.45138888889,0.791908850245,0.912550793258,-2.5707191645,132,137
L19_SEED_4,93,b14_NORM1,NORM1,14,16,100,true,29,116,111,1.34027777778,0.748386515104,1.03051449968,-2.59000510027,135,139
L19_SEED_4,94,b14_ATT_UPDATE,ATT_UPDATE,14,16,25,true,27,53,49,6.73611111111,2.49181157208,-1.12435378169,-4.97896748425,78,95
L19_SEED_4,95,b14_AFTER_ATTN,AFTER_ATTN,14,16,100,true,30,109,102,1.49305555556,0.826943002803,0.864340593862,-2.74748811161,130,135
L19_SEED_4,96,b14_NORM2,NORM2,14,16,100,true,30,109,105,1.4375,0.778302437391,1.01346511883,-2.72932594555,132,137
L19_SEED_4,97,b14_FFN_UPDATE,FFN_UPDATE,14,16,125,true,28,103,99,1.70138888889,1.04688272209,0.513081782175,-2.98773856169,121,130
L19_SEED_4,98,b14_AFTER_FFN,AFTER_FFN,14,16,100,true,30,110,102,1.48611111111,0.818988420188,0.857358029711,-2.69514239797,130,135
L19_SEED_4,99,b15_NORM1,NORM1,15,16,100,true,30,110,105,1.4375,0.784070833347,0.978752532571,-2.70852045756,132,137
