arm,seed,start_step,step,val_bpb,dev_bpb,balanced_bpb,val_bits_per_token,dev_bits_per_token,val_nll,dev_nll,val_tokens,dev_tokens,val_target_utf8_bytes,dev_target_utf8_bytes,eval_finite
candidate,1,2000,2500,2.436172649,2.723290751,2.5797317,6.342018789,6.486764213,4.395952443,4.496282325,8192,8192,21326,19513,true
candidate,1,2000,3000,2.417526867,2.733524022,2.575525444,6.293478755,6.511139434,4.362307055,4.513177941,8192,8192,21326,19513,true
candidate,1,2000,3500,2.379186038,2.668225453,2.523705746,6.193667169,6.355600984,4.293122936,4.405366903,8192,8192,21326,19513,true
candidate,1,2000,4000,2.391222441,2.640213619,2.51571803,6.225001194,6.288877971,4.314842026,4.359118035,8192,8192,21326,19513,true
