arm,seed,start_step,step,layer_param,head0_weight_norm,head1_weight_norm,head_weight_norm_ratio,head0_update_norm,head1_update_norm,head_update_norm_ratio,head0_angular_step,head1_angular_step,full_vs_headwise_update_cosine
control,1,2000,2200,layer_018.wq,5.538864871,5.757722246,1.039513037,0.02000366903,0.01977010484,0.9883239326,1.607013106,1.517117068,
control,1,2000,2250,layer_000.wq,5.981807389,5.810446473,0.9713529866,0.03662191789,0.02715524545,0.7415025485,1.554126594,1.572551778,
control,1,2000,2250,layer_000.wk,6.06196689,5.932241457,0.9786001087,0.05045596891,0.02857426211,0.5663207492,1.558857372,1.572430345,
control,1,2000,2250,layer_010.wq,6.178612963,6.635294122,1.073913217,0.006526766848,0.008339924365,1.277803323,1.652335683,1.629928981,
control,1,2000,2250,layer_018.wq,5.592287483,5.784947144,1.034450958,0.0229526745,0.02511734501,1.094310165,1.61006831,1.529469486,
control,1,2000,2300,layer_000.wq,6.038899984,5.880329822,0.9737418796,0.02556867815,0.02763972529,1.080999383,1.60434171,1.602320981,
control,1,2000,2300,layer_000.wk,6.124864355,5.982936068,0.9768275215,0.03024696058,0.0320717157,1.060328545,1.598753667,1.597497401,
control,1,2000,2300,layer_010.wq,6.220606677,6.71360142,1.079251875,0.009508487619,0.007795311878,0.8198266844,1.469907228,1.497208794,
control,1,2000,2300,layer_018.wq,5.64747359,5.81750729,1.030107923,0.02306959407,0.02311372155,1.001912799,1.548410817,1.598151716,
control,1,2000,2350,layer_000.wq,6.113256462,5.931362678,0.9702460079,0.03595460311,0.02941052942,0.817990657,1.624468733,1.586586606,
control,1,2000,2350,layer_000.wk,6.205055909,6.038369692,0.9731370322,0.04177060895,0.03294824868,0.7887902406,1.616305932,1.584641263,
control,1,2000,2350,layer_010.wq,6.274538485,6.736930704,1.073693423,0.007297914764,0.008863589921,1.214537331,1.5710454,1.688011641,
control,1,2000,2350,layer_018.wq,5.701876654,5.840509632,1.02431357,0.0189615265,0.02354368614,1.241655631,1.665837377,1.595831792,
control,1,2000,2400,layer_000.wq,6.152394269,5.994442476,0.9743267765,0.0424377523,0.03467202913,0.8170090839,1.664691181,1.499384409,
control,1,2000,2400,layer_000.wk,6.25639374,6.106450054,0.9760335279,0.05178980463,0.04681469567,0.9039365181,1.646417891,1.518897978,
control,1,2000,2400,layer_010.wq,6.355507629,6.807118883,1.071058251,0.006081735852,0.01064955374,1.751071404,1.524056651,1.547694313,
control,1,2000,2400,layer_018.wq,5.741352644,5.891888332,1.026219551,0.02351157456,0.01895956685,0.8063929024,1.590625065,1.541677169,
control,1,2000,2450,layer_000.wq,6.23439857,6.039411002,0.9687239168,0.03250934669,0.03220054165,0.9905010381,1.485297806,1.474921776,
control,1,2000,2450,layer_000.wk,6.342419002,6.142936369,0.9685478627,0.03850100922,0.0362593687,0.9417770972,1.499859886,1.487119302,
control,1,2000,2450,layer_010.wq,6.428630981,6.883047563,1.070686369,0.01300856452,0.009906084944,0.7615048477,1.442584339,1.564249036,
control,1,2000,2450,layer_018.wq,5.792129165,5.930076923,1.023816416,0.02144116796,0.0239186465,1.115547742,1.561145875,1.6572817,
control,1,2000,2500,layer_000.wq,6.329500566,6.124186245,0.967562319,0.03611843988,0.02810194315,0.7780497507,1.615760066,1.511799017,
control,1,2000,2500,layer_000.wk,6.420209223,6.22070725,0.968925939,0.0414953005,0.03182818177,0.7670309984,1.609377383,1.51952156,
control,1,2000,2500,layer_010.wq,6.490207969,6.962599678,1.072785296,0.008505036187,0.006062130245,0.7127694829,1.555489571,1.61184697,
control,1,2000,2500,layer_018.wq,5.85066526,5.958680545,1.018462052,0.02145576242,0.02799241255,1.304657089,1.566646828,1.501104313,
