configuration_id,checkpoint_step,rep,rep_name,selected_step,finite,nonfinite_step,nonfinite_what,train_ce,train_token_exact,cal_ce,cal_token_exact,max_logit_abs,dev_tf_token_exact,dev_tf_mean_rank,dev_tf_mean_nll,dev_fr_token_exact,dev_fr_sequence_exact,dev_fr_nll,dev_head_ctx_token_exact,dev_head_ctx_seq_exact,step2000_train_ce,step2000_train_token_exact
L18_SEED_2_CONTROL,320,0,L0_EMBEDDED,2000,true,-1,,0.268391928569,28,0.103086974046,144,1.95547589299,144,1,0.103086974046,144,24,0.103086974046,73,9,0.268391928569,28
L18_SEED_2_CONTROL,320,1,L1_BLOCK_OUT,225,true,-1,,0.209814190274,29,0.226294903172,138,1.30023246377,134,1.06944444444,0.250274848913,109,17,1.89380703067,65,5,0.0219002706531,32
L18_SEED_2_CONTROL,320,2,L2_BLOCK_OUT,200,true,-1,,0.203745820103,29,0.285446705189,137,1.7807194955,137,1.05555555556,0.30578193204,115,19,1.68117645547,67,6,0.0127410336549,32
L18_SEED_2_CONTROL,320,3,L3_BLOCK_OUT,200,true,-1,,0.192892600675,31,0.338167153078,123,1.37305398436,118,1.1875,0.36339184441,75,8,3.2974121707,63,4,0.00952038401728,32
L18_SEED_2_CONTROL,320,4,L4_BLOCK_OUT,175,true,-1,,0.193758401545,31,0.411874181492,121,1.43109460855,117,1.20833333333,0.433287140375,77,9,2.99454058114,63,5,0.00776804328667,32
L18_SEED_2_CONTROL,320,5,L5_BLOCK_OUT,150,true,-1,,0.202746946112,32,0.448645601254,110,1.54476694995,103,1.30555555556,0.472913828201,45,1,3.83419001412,54,1,0.00619000007314,32
L18_SEED_2_CONTROL,320,6,L6_BLOCK_OUT,150,true,-1,,0.194359692284,32,0.587060987515,103,1.27381243938,102,1.33333333333,0.595113741312,41,1,3.99919377934,54,1,0.00518739918444,32
L18_SEED_2_CONTROL,320,7,L7_BLOCK_OUT,125,true,-1,,0.251049510664,32,0.695211277598,93,1.24700607394,96,1.40277777778,0.6667771733,40,1,3.8954526656,54,1,0.00546373601794,32
L18_SEED_2_CONTROL,320,8,L8_BLOCK_OUT,125,true,-1,,0.242711901191,32,0.743388826442,92,1.17545813666,92,1.43055555556,0.683146905377,32,1,3.97026909125,50,1,0.00537270036924,32
L18_SEED_2_CONTROL,320,9,L9_BLOCK_OUT,125,true,-1,,0.23257349276,32,0.780862697324,92,1.20265840125,91,1.45138888889,0.73821063547,36,1,3.95026691658,49,1,0.00494902083741,32
L18_SEED_2_CONTROL,320,10,L10_BLOCK_OUT,125,true,-1,,0.240730679806,32,0.827441060814,91,1.26748895128,91,1.4375,0.731364984128,36,1,3.96761974922,49,1,0.00530159162546,32
L18_SEED_2_CONTROL,320,11,L11_BLOCK_OUT,100,true,-1,,0.292407401532,31,0.868977650676,93,1.09483513887,97,1.45138888889,0.738910681035,48,2,3.2317505388,54,2,0.00527127737105,32
L18_SEED_2_CONTROL,320,12,L12_BLOCK_OUT,100,true,-1,,0.279158882053,32,0.901264078596,89,1.10817595104,92,1.50694444444,0.78244296958,38,1,3.67604215685,50,1,0.00481680548475,32
L18_SEED_2_CONTROL,320,13,L13_BLOCK_OUT,100,true,-1,,0.29250011238,31,0.954761360219,90,1.13073609979,95,1.49305555556,0.794682192562,49,2,3.24174990806,55,2,0.00507274902676,32
L18_SEED_2_CONTROL,320,14,L14_BLOCK_OUT,100,true,-1,,0.293838103668,31,1.01532971266,86,1.13963840553,91,1.52083333333,0.820809826563,41,0,3.47934295684,51,0,0.00516348061785,32
L18_SEED_2_CONTROL,320,15,L15_BLOCK_OUT,100,true,-1,,0.290912976638,32,1.07481825338,78,1.14279182835,82,1.56944444444,0.857248880432,35,0,3.61098853794,45,0,0.00497777961481,32
L18_SEED_2_CONTROL,320,16,L16_BLOCK_OUT,100,true,-1,,0.289432531929,32,1.14182098176,77,1.13646067513,80,1.57638888889,0.880207457428,30,0,3.64174910629,43,0,0.00492357741747,32
L18_SEED_2_CONTROL,320,17,L17_BLOCK_OUT,75,true,-1,,0.38683501361,31,1.19571983344,79,0.898543609604,81,1.60416666667,0.943184724423,30,0,3.51685399513,46,0,0.00489223588717,32
L18_SEED_2_CONTROL,320,18,L18_BLOCK_OUT,75,true,-1,,0.387082906273,31,1.29925549373,77,0.892433852794,78,1.65277777778,1.00636308244,28,0,3.52288039025,45,0,0.00480571604236,32
L18_SEED_2_CONTROL,320,19,PRE_LN_FINAL,75,true,-1,,0.385119441305,31,1.2736696927,77,0.89693427569,78,1.63888888889,0.989854658893,28,0,3.53450633777,45,0,0.00483476009647,32
L18_SEED_2_CONTROL,320,20,POST_LN_FINAL,50,true,-1,,0.622130258846,30,1.30972565068,91,0.626679236506,95,1.55555555556,1.08316729149,47,4,3.08789287583,55,3,0.005919756118,32
