seed,step,suffix,arm,cosine_adam_momentum,cosine_momentum_sinkhorn,cosine_adam_sinkhorn,relative_l2_adam_momentum,relative_l2_momentum_sinkhorn,relative_l2_adam_sinkhorn,update_rms_adam,update_rms_momentum,update_rms_sinkhorn,update_norm_adam,update_norm_momentum,update_norm_sinkhorn,update_weight_adam,update_weight_momentum,update_weight_sinkhorn,vocab_axis_cv_adam,vocab_axis_cv_momentum,vocab_axis_cv_sinkhorn,feature_axis_cv_adam,feature_axis_cv_momentum,feature_axis_cv_sinkhorn
1,2000,token_embedding,B0_adam_B1_momentum_B2_sinkhorn,0.3954209882,0.3886138889,0.1640061574,0.999456971,46408.12063,63.66981974,0.0004896109638,6.733678761e-07,0.0312499993,0.1253404067,0.0001723821763,7.99999982,0.00315679498,4.341578289e-06,0.2014861761,0.7518871848,2.369898598,1.125515144e-08,0.05230374284,0.1651593137,2.914339717e-08
1,2000,output_projection,B0_adam_B1_momentum_B2_sinkhorn,0.3633933659,0.5040499614,0.2273037864,0.999079011,96085.28425,244.0379878,0.0005117427474,1.300920764e-06,0.1249999971,0.1310061433,0.0003330357155,31.99999925,0.003904712081,9.926317566e-06,0.9537780482,0.6266268656,1.556400531,2.447160797e-08,0.06360089083,0.2633048577,2.59854052e-08
