"configuration_id","mean_rank_selected","mean_rank_final","rank1_unique_selected","rank1_unique_final","rank1_unique_total","top2_inclusion_selected","top2_inclusion_final","top3_inclusion_selected","top3_inclusion_final","mean_expected_probability_selected","mean_expected_probability_final","mean_entropy_selected","mean_entropy_final","mean_expected_minus_top1_margin_selected","mean_expected_minus_top1_margin_final","mean_top1_minus_top2_margin_selected","mean_top1_minus_top2_margin_final","fraction_margin_nonnegative_selected","fraction_margin_nonnegative_final","fraction_margin_abs_below_log2_selected","fraction_margin_abs_below_log2_final","swfc_token_count","swfc_median_margin","swfc_median_rank","swfc_median_entropy_selected","swfc_median_entropy_final"
"L19_SEED_1","10.027777777777779","8.2222222222222214","14","30","144","30","50","36","60","0.065494382745883845","0.20236279546542713","2.8528497000728406","0.30983176076476382","-1.5734514449270338","-7.2375558474515049","0.30136431339714265","3.5163350436422558","0.097222222222222224","0.20833333333333334","0.2986111111111111","0.034722222222222224","25","-1.4938762187957764","6","2.8961680738259172","0.16137597193900594"
"L19_SEED_2","8.4097222222222214","3.7708333333333335","20","63","144","40","91","53","104","0.042918465074358716","0.4352846618186535","3.416429375169987","0.29824178978401583","-0.31308475714791306","-2.0704386058884361","0.065194504749443799","3.6719519595305123","0.1388888888888889","0.4375","0.90972222222222221","0.055555555555555552","59","-0.33928132057189941","7","3.4039242019344687","0.073327961385618257"
"L19_SEED_4","8.9722222222222214","7.5972222222222223","22","46","144","36","60","46","76","0.063458990425311237","0.31152051043134865","3.1261520464967787","0.28547917966988978","-0.90979458059235996","-5.9322127302358343","0.24645953170127338","3.989277011818356","0.15277777777777779","0.31944444444444442","0.38194444444444442","0.027777777777777776","40","-1.0678668022155762","6","3.0597244802064338","0.043157505146461272"
"L18_SEED_2_CONTROL","8.3819444444444446","5.4722222222222223","18","65","144","36","85","54","91","0.041696158147210047","0.42991255886272861","3.4260150480338325","0.31211052483037188","-0.27189435857589062","-3.2769950352861392","0.058600415061745376","3.5184745639562607","0.125","0.4513888888888889","0.96527777777777779","0.069444444444444448","57","-0.23561555147171021","4","3.4176869136478074","0.094478122427291172"
