step,parameter_hash,htp_validation_nll,cpu_validation_nll,htp_validation_perplexity,cpu_validation_perplexity,htp_validation_top1,cpu_validation_top1,htp_validation_top5,cpu_validation_top5,htp_development_nll,cpu_development_nll,htp_development_perplexity,cpu_development_perplexity,htp_development_top1,cpu_development_top1,htp_development_top5,cpu_development_top5,graph_executes,qnn_failures,nonfinite_chunks,cpu_fallback
8000,fnv1a64:1c4b73fa36ced86a,2.150418944,2.150434198,8.588455723,8.588586735,0.4189414978,0.4189758301,0.7195014954,0.7189102173,2.131013825,2.131041532,8.423402344,8.423635728,0.4163322449,0.4162769318,0.7203044891,0.7197475433,12288,0,0,false
