seed,step,suffix,arm,cosine_adam_momentum,cosine_momentum_sinkhorn,cosine_adam_sinkhorn,relative_l2_adam_momentum,relative_l2_momentum_sinkhorn,relative_l2_adam_sinkhorn,update_rms_adam,update_rms_momentum,update_rms_sinkhorn,update_norm_adam,update_norm_momentum,update_norm_sinkhorn,update_weight_adam,update_weight_momentum,update_weight_sinkhorn,vocab_axis_cv_adam,vocab_axis_cv_momentum,vocab_axis_cv_sinkhorn,feature_axis_cv_adam,feature_axis_cv_momentum,feature_axis_cv_sinkhorn
1,500,token_embedding,B0_adam_B1_momentum_B2_sinkhorn,0.3758343998,0.372038267,0.1683966685,0.9996493735,39306.39167,36.55446358,0.0008512766975,7.950285509e-07,0.03124999938,0.2179268346,0.000203527309,7.999999841,0.006980633528,6.519387848e-06,0.2562560376,0.7687066837,2.492995191,1.007594682e-08,0.06985371045,0.2164050146,2.512839311e-08
1,500,output_projection,B0_adam_B1_momentum_B2_sinkhorn,0.3719288013,0.498257231,0.2125159997,0.9994342504,95818.07077,145.8004988,0.0008561072504,1.30454878e-06,0.1249999973,0.2191634561,0.0003339644877,31.99999931,0.00792902241,1.20823606e-05,1.157714503,0.6430937352,1.55082987,2.367257718e-08,0.1239776599,0.3161908953,2.400360933e-08
