seed,step,suffix,arm,cosine_adam_momentum,cosine_momentum_sinkhorn,cosine_adam_sinkhorn,relative_l2_adam_momentum,relative_l2_momentum_sinkhorn,relative_l2_adam_sinkhorn,update_rms_adam,update_rms_momentum,update_rms_sinkhorn,update_norm_adam,update_norm_momentum,update_norm_sinkhorn,update_weight_adam,update_weight_momentum,update_weight_sinkhorn,vocab_axis_cv_adam,vocab_axis_cv_momentum,vocab_axis_cv_sinkhorn,feature_axis_cv_adam,feature_axis_cv_momentum,feature_axis_cv_sinkhorn
1,8000,token_embedding,B0_adam_B1_momentum_B2_sinkhorn,0.401865423,0.390120594,0.1668826256,0.9994702707,49946.74985,65.77046296,0.0004739878773,6.256614352e-07,0.03124999928,0.1213408966,0.0001601693274,7.999999815,0.002316034472,3.05715298e-06,0.1526960478,0.7257270458,2.359470441,9.262643448e-09,0.03527020342,0.1453102307,2.355705487e-08
1,8000,output_projection,B0_adam_B1_momentum_B2_sinkhorn,0.3555850479,0.4639099008,0.2106127735,0.9990294928,95414.99043,261.0908393,0.0004783780263,1.310060286e-06,0.1249999974,0.1224647747,0.0003353754333,31.99999934,0.002966506904,8.123915964e-06,0.7751471327,0.628497409,1.688292101,2.451775744e-08,0.03514923585,0.2799266102,2.440417963e-08
